response_id	cause	cause_no	cause_sep	maximum_response_one_cause	type	group_cause	code_cause	mistake	mistake_no	mistake_sep	maximum_response_one_type	group_type	code_type
R_cOwnko1L9iV7hWV	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	1	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	yes	recurring	lack of knowledge/experience	inexperience	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : Problematic formattings, data entry errors, observer effects, import errors of data across programs, intransparency regarding data recording, incomplete data transfer, uncertainty about latest version	2	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : data entry errors	no	data input error	data entry error
R_cOwnko1L9iV7hWV	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	1	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	yes	recurring	lack of knowledge/experience	inexperience	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : Problematic formattings, data entry errors, observer effects, import errors of data across programs, intransparency regarding data recording, incomplete data transfer, uncertainty about latest version	7	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : uncertainty about latest version	no	version control error	using the wrong version of data
R_cOwnko1L9iV7hWV	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	1	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	yes	recurring	lack of knowledge/experience	inexperience	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : Problematic formattings, data entry errors, observer effects, import errors of data across programs, intransparency regarding data recording, incomplete data transfer, uncertainty about latest version	4	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : import errors of data across programs	no	data transfer error	mistake in transferring data between formats
R_cOwnko1L9iV7hWV	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	1	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	yes	recurring	lack of knowledge/experience	inexperience	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : Problematic formattings, data entry errors, observer effects, import errors of data across programs, intransparency regarding data recording, incomplete data transfer, uncertainty about latest version	5	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : intransparency regarding data recording	no	bad or poor documentation	not being transparent regarding data recording
R_cuv0b8aL16OZV5f	numerous different people organizing the data without a guiding framework	1	numerous different people organizing the data without a guiding framework	yes	recurring	bad or lack of standards	lack of standard procedures	vague variable names/labels leading to difficulty with later use of the data for secondary projects	1	vague variable names/labels leading to difficulty with later use of the data for secondary projects	yes	ambiguous naming/defining of data	unclear variable names
R_CZELpbmkR2H9uz7	Failure to instruct students	1	Failure to instruct students	yes	recurring	bad skill management	lack of training	difficult to decipher variable names	1	difficult to decipher variable names	yes	ambiguous naming/defining of data	unclear variable names
R_CZELpbmkR2H9uz7	communication between students and expert	1	communication between students and expert	yes	serious	miscommunication	miscommunication	Documentation failure of fMRI designs	1	Documentation failure of fMRI designs	yes	bad or poor documentation	lack or poor documentation
R_d9XxjKNfZKBlcv7	There was not a systematic process in place to check and validate code.	1	There was not a systematic process in place to check and validate code.	yes	recurring	bad or lack of standards	lack of standard testing procedure	Our analysis code has errors in it, invalidating all or part of the analysis.	1	Our analysis code has errors in it, invalidating all or part of the analysis.	yes	programming error	analysis code error
R_DBlXUQLPEwonUSB	Power failure	1	Power failure	yes	recurring	technical issue	power failure	Lost data because of a power failure.	1	Lost data because of a power failure.	yes	technical/infrastructural problem	technical failure
R_DBlXUQLPEwonUSB	Power failure	1	Power failure	yes	serious	technical issue	power failure	Loss of data due to a power failure	1	Loss of data due to a power failure	yes	technical/infrastructural problem	technical failure
R_DCZvMltMaiLK0zD	technical failure in combination with PhD not following the backup procedure properly	1	technical failure in combination with	no	serious	technical issue	technical failure	data lost completely due to crash of a laptop with inappropriate backup	1	data lost completely due to crash of a laptop with inappropriate backup	yes	technical/infrastructural problem	technical failure
R_DCZvMltMaiLK0zD	technical failure in combination with PhD not following the backup procedure properly	2	PhD not following the backup procedure properly	no	serious	carelessness	not following the procedure	data lost completely due to crash of a laptop with inappropriate backup	1	data lost completely due to crash of a laptop with inappropriate backup	yes	technical/infrastructural problem	technical failure
R_DuXE6py2mbqw7qV	Haste	1	Haste	yes	serious	time management issue	haste	Wrong data used in part of a figure	1	Wrong data used in part of a figure	yes	wrong reporting	Wrong data used in part of a figure
R_DuXE6py2mbqw7qV	User error or inexperience	2	inexperience	no	recurring	lack of knowledge/experience	inexperience	Wrong analysis	1	Wrong analysis	yes	wrong data processing/analysis	wrong analysis
R_e5USP07muEESOKB	Lack of training.	1	Lack of training.	yes	recurring	lack of knowledge/experience	inexperience	Students miscoded variables when creating constructs.	1	Students miscoded variables when creating constructs.	yes	data coding error	value coding error
R_e5USP07muEESOKB	Oversight.	1	Oversight.	yes	serious	carelessness	oversight	Wrote in an article that a variable was coded 0/1 when it was actually 1/2 so the mean of 1.4 didn’t make sense.	1	Wrote in an article that a variable was coded 0/1 when it was actually 1/2 so the mean of 1.4 didn’t make sense.	yes	data coding error	value coding error
R_eYdELbJBuvjhdyF	Management error	1	Management error	yes	recurring	project management issue	management error	misscheduling participants	1	misscheduling participants	yes	participant allocation error	mischeduling participants
R_OBy6N3n9kcEUbmx	Lapse of concentration	1	Lapse of concentration	yes	recurring	inattention	inattention	Working on outdated dataset, realize that a variable was incorrecrly coded after performing statistical analyses...	1	Working on outdated dataset	no	version control error	using the wrong version of data
R_OBy6N3n9kcEUbmx	Lapse of concentration	1	Lapse of concentration	yes	recurring	inattention	inattention	Working on outdated dataset, realize that a variable was incorrecrly coded after performing statistical analyses...	2	realize that a variable was incorrecrly coded after performing statistical analyses...	no	data coding error	value coding error
R_p0BJ8JCn92K9IaJ	My research assistant did not realise that Excel re-calculated the random number used to assign pupils to conditions every time the spreadsheet was updated	1	My research assistant did not realise that Excel re-calculated the random number used to assign pupils to conditions every time the spreadsheet was updated	yes	recurring	lack of knowledge/experience	inexperience	The design of a study was compromised by unintentional random allocation of pupils to conditions. The mistake was picked up, and the study re-analysed	1	The design of a study was compromised by unintentional random allocation of pupils to conditions. The mistake was picked up, and the study re-analysed	yes	participant allocation error	subject allocation mistake
R_p3M2Ir2HhdW3gTD	I treated studies as separated and did not think that i will like in the future to combine the data	1	I treated studies as separated and did not think that i will like in the future to combine the data	yes	recurring	project management issue	lack of foresight	not informative enough variable name	1	not informative enough variable name	yes	ambiguous naming/defining of data	ambiguous variable naming
R_pDGuvxLRGbALOtH	equipment failure	1	equipment failure	yes	recurring	technical issue	equipment failure	technical errors that were not detected in time due to inexperience of researchers	1	technical errors that were not detected in time due to inexperience of researchers	yes	technical/infrastructural problem	technical failure
R_pDGuvxLRGbALOtH	researchers are too time pressured	1	researchers are too time pressured	yes	serious	time management issue	time pressure	mistakes in the data analysis	1	mistakes in the data analysis	yes	wrong data processing/analysis	wrong analysis
R_pN6MH6N2QB5EWkN	Lack of time to double-check scripts properly	1	Lack of time to double-check scripts properly	yes	recurring	time management issue	lack of time	Uninformative varaible names Programming error in script so that not all datapoints were stored.	1	Uninformative varaible names Programming error in script so that not all datapoints were stored.	yes	ambiguous naming/defining of data	unclear variable names
R_pN6MH6N2QB5EWkN	Lack of time and ressources for properly double-checking script.	1	Lack of time and	no	serious	time management issue	lack of time	Randomization of conditions was not done properly	1	Randomization of conditions was not done properly	yes	participant allocation error	error in randomization of the conditions
R_QaFTHFdsxfpvsFb	To my understanding, there was an error in their system which made it so that all schedules were moved by one day. So, when participants should have received the last daily survey, it appeared as if they were already finished with the study (and  received nothing). Again, though, I think this is a problem that could have been solved if someone paid attention. So, there was the additional issue that it was during summer holidays and there was no one that could respond fast to solve the problem.	1	To my understanding, there was an error in their system which made it so that all schedules were moved by one day. So, when participants should have received the last daily survey, it appeared as if they were already finished with the study (and  received nothing). Again, though, I think this is a problem that could have been solved if someone paid attention. So, there was the additional issue that it was during summer holidays and there was no one that could respond fast to solve the problem.	yes	serious	technical issue	error in software	I already gave an example of problems with data analysis. So, I'll describe another big problem I personally had during data collection. Last year I planned a diary study, which included two follow-ups one week and two weeks after the end of the diary. I used the services of a company that allows you to send surveys to participants' mobile phones and to schedule the surveys so that they are sent automatically. The last part of my data collection happened in August. There was an error in their system and my last follow-ups were not sent. I noticed relatively fast but it took them days to figure out what was wrong and still the problem was not resolved. This was a source of big frustration and also caused money and data loss.	1	I already gave an example of problems with data analysis. So, I'll describe another big problem I personally had during data collection. Last year I planned a diary study, which included two follow-ups one week and two weeks after the end of the diary. I used the services of a company that allows you to send surveys to participants' mobile phones and to schedule the surveys so that they are sent automatically. The last part of my data collection happened in August. There was an error in their system and my last follow-ups were not sent. I noticed relatively fast but it took them days to figure out what was wrong and still the problem was not resolved. This was a source of big frustration and also caused money and data loss.	yes	technical/infrastructural problem	technical failure
R_qITgjpy8nUlimv7	The complexity of the project and data, emergent nature of the project, and our failure as researchers to have an a-priori systematic plan for data management.	1	The complexity of the project management.	yes	recurring	too high complexity	too complex task	In a very complex, multi-year, multi-setting project, with large data sets kept in different locations, it became cumbersome and confusing to comprehend and access the relevant data for particular analyses.	1	In a very complex, multi-year, multi-setting project, with large data sets kept in different locations, it became cumbersome and confusing to comprehend and access the relevant data for particular analyses.	yes	version control error	using the wrong version of data
R_qITgjpy8nUlimv7	Complexity of the data set and inexperience of the student working on the analysis.	1	Complexity of the data set	no	serious	too high complexity	too complex	The use of the wrong variables in an analysis.	1	The use of the wrong variables in an analysis.	yes	wrong data processing/analysis	wrong variables in analysis
R_qITgjpy8nUlimv7	Complexity of the data set and inexperience of the student working on the analysis.	2	inexperience of the student working on the analysis.	no	serious	lack of knowledge/experience	inexperience	The use of the wrong variables in an analysis.	1	The use of the wrong variables in an analysis.	yes	wrong data processing/analysis	wrong variables in analysis
R_qJFDhrxLT2tTZ5v	lack of time  inexperience	1	lack of time	no	serious	time management issue	time pressure	technical drawback inproper data collection	1	technical drawback inproper data collection	yes	technical/infrastructural problem	technical failure
R_qJFDhrxLT2tTZ5v	lack of time  inexperience	2	inexperience	no	serious	lack of knowledge/experience	inexperience	technical drawback inproper data collection	1	technical drawback inproper data collection	yes	technical/infrastructural problem	technical failure
R_qJHLDJdVTdBowI9	Insufficient care when working with databases - double checking skipped	1	Insufficient care when working with databases - double checking skipped	yes	serious	carelessness	carelessness	Nothing really serious. Statistical analyses had to be re run three times after discovering that some entries were not correct	1	Nothing really serious. Statistical analyses had to be re run three times after discovering that some entries were not correct	yes	data input error	data entry error
R_R4b2NHauEWrdgcN	bad data key	1	bad data key	yes	recurring	bad or lack of standards	error in coding protocol	results initially misinterpreted due to lack of clarity in how the scale was coded	1	results initially misinterpreted due to lack of clarity in how the scale was coded	yes	data coding error	mistake in coding scales
R_RDng1vjQz0Eut2x	Misunderstanding by data entry person.	1	Misunderstanding by data entry person.	yes	serious	physical and mental constraints	misunderstanding	Wrong values entered for outcomes of a patricularvassrssment	1	Wrong values entered for outcomes of a patricularvassrssment	yes	data input error	data entry error
R_RgJqa1XTk8Aexax	unattentive copying of the questions	1	unattentive copying of the questions	yes	recurring	inattention	inattention	a missing item in a scale	1	a missing item in a scale	yes	oversight in study design or measurement	missing item in a scale
R_RgJqa1XTk8Aexax	lack of attention when copying the scales	1	lack of attention when copying the scales	yes	serious	inattention	inattention	forgot to include a scale in the questionnaire	1	forgot to include a scale in the questionnaire	yes	oversight in study design or measurement	missing scale in questionnaire
R_RLJj4PkFNDEdYit	Being in a hurry	1	Being in a hurry	yes	recurring	time management issue	time pressure	Wrong coding of missing data	1	Wrong coding of missing data	yes	data coding error	value coding error
R_roMs84O8u4uODHb	Not thinking ahead of future (re)uses	1	Not thinking ahead of future (re)uses	yes	recurring	bad or lack of planning	error in planning	Uninformative variable names	1	Uninformative variable names	yes	ambiguous naming/defining of data	uninformative variable names
R_RxBYZwBUfiAACBP	lack of knowledge of the application, no training or inappropriate on-the-job training	1	lack of knowledge of the application, no training or inappropriate on-the-job training	yes	recurring	lack of knowledge/experience	inexperience	Duplicated a formula from one to another calculation file to keep reporting format constant with an error in the formula!	1	Duplicated a formula from one to another calculation file to keep reporting format constant with an error in the formula!	yes	wrong data processing/analysis	formula error
R_sbMzGYvocQNch7X	"The prob,em (often) is the multiple versions of analysis scripts. The very famous sequence ""analysis_script.r"", ""analysis_script2.r"", ""new_analysis_script2.r"". etc."	1	"The prob,em (often) is the multiple versions of analysis scripts. The very famous sequence ""analysis_script.r"", ""analysis_script2.r"", ""new_analysis_script2.r"". etc."	yes	recurring	bad or lack of standards	error in version control	Filtering of data. For example, in reaction time experiments when you have to remove outliers.	1	Filtering of data. For example, in reaction time experiments when you have to remove outliers.	yes	data selection/merging error	data filtering mistake
R_SH3w71pRCZDwotH	Unintuitive SPSS way to wrangle with the datasets. Easier now with R and tidyverse packages.	1	Unintuitive SPSS way to wrangle with the datasets. Easier now with R and tidyverse packages.	yes	recurring	technical issue	unintuitive software	Probably has to do with making long data forms from wide data forms. If not done properly, something is easily excluded or duplicated by mistake. But I think we also do these types of things very carefully now.	1	Probably has to do with making long data forms from wide data forms. If not done properly, something is easily excluded or duplicated by mistake. But I think we also do these types of things very carefully now.	yes	wrong data processing/analysis	mistake in rearranging data
R_sKV54jfDQ68Jx05	Unintentional neglect	1	Unintentional neglect	yes	recurring	carelessness	neglect	Conflated correlation	1	Conflated correlation	yes	wrong data processing/analysis	conflated correlation
R_sKV54jfDQ68Jx05	Unintentional neglect	1	Unintentional neglect	yes	serious	carelessness	unintentional neglect	Conflated correlation	1	Conflated correlation	yes	wrong data processing/analysis	conflated correlation
R_T1L5jxO15Adwh0d	Having a data person on our team who was less familiar than we were with how we wanted this done.	1	Having a data person on our team who was less familiar than we were with how we wanted this done.	yes	recurring	miscommunication	miscommunication	Realizing that an imputation had produced unexpected results that required a re-examination of how the data were specified in advance.	1	Realizing that an imputation had produced unexpected results that required a re-examination of how the data were specified in advance.	yes	data selection/merging error	data specification mistake
R_T1L5jxO15Adwh0d	Either carelessness or confusion or both on the part of the person who made the mistake.	1	Either carelessness or	no	serious	carelessness	carelessness	This was more of a hiccup than a mistake, but by specifying the data incorrectly prior to a giant imputation that was going to take days, we realized when the parameters of certain variables were surprising that something odd must've happened. It required an additional week of work and delayed us and was frustrating and made us question our trust in the person who made the mistake.	1	This was more of a hiccup than a mistake, but by specifying the data incorrectly prior to a giant imputation that was going to take days, we realized when the parameters of certain variables were surprising that something odd must've happened. It required an additional week of work and delayed us and was frustrating and made us question our trust in the person who made the mistake.	yes	data selection/merging error	data specification mistake
R_T1L5jxO15Adwh0d	Either carelessness or confusion or both on the part of the person who made the mistake.	2	confusion or both on the part of the person who made the mistake.	no	serious	physical and mental constraints	confusion	This was more of a hiccup than a mistake, but by specifying the data incorrectly prior to a giant imputation that was going to take days, we realized when the parameters of certain variables were surprising that something odd must've happened. It required an additional week of work and delayed us and was frustrating and made us question our trust in the person who made the mistake.	1	This was more of a hiccup than a mistake, but by specifying the data incorrectly prior to a giant imputation that was going to take days, we realized when the parameters of certain variables were surprising that something odd must've happened. It required an additional week of work and delayed us and was frustrating and made us question our trust in the person who made the mistake.	yes	data selection/merging error	data specification mistake
R_T4VDquP5brp47AZ	RA accidentally changed the variable name in excel spreadsheet	1	RA accidentally changed the variable name in excel spreadsheet	yes	recurring	inattention	accidental change in labelling	Data coding variables were mixed up, and to be sure of no mistakes, we had to have RAs recode all of the data.	1	Data coding variables were mixed up, and to be sure of no mistakes, we had to have RAs recode all of the data.	yes	data coding error	mistake in recoding variables
R_T4VDquP5brp47AZ	Lack of attention to detail in Qualtrics survey design	1	Lack of attention to detail in Qualtrics survey design	yes	serious	inattention	inattention	My fellow grad-student forget to collect gender data and had to throw out an entire term's worth of data.	1	My fellow grad-student forget to collect gender data and had to throw out an entire term's worth of data.	yes	oversight in study design or measurement	not collecting gender data
R_T5iKcDfWBpqUOaJ	"Technical problem (Excel file completely ""disintegrated"" and could not be recovered)"	1	"Technical problem (Excel file completely ""disintegrated"" and could not be recovered)"	yes	serious	technical issue	technical failure	Lost the master file necessary for data alignment.	1	Lost the master file necessary for data alignment.	yes	loss of materials/documentation/data	losing files
R_T5iKcDfWBpqUOaJ	"Too many data file versions, some stored on separate devices; several datasets open at the same time (forgot to switch); misremembering of the ""target"" file name."	3	"misremembering of the ""target"" file name."	no	recurring	physical and mental constraints	misremembering	Running analyses on a wrong version of the data set	1	Running analyses on a wrong version of the data set	yes	version control error	using the wrong version of data
R_Tn1zCiJl48M49bP	laziness and short-sightedness...saving time now and causing problems later	1	laziness	no	recurring	carelessness	laziness	poor labeling of variables	1	poor labeling of variables	yes	ambiguous naming/defining of data	poor labeling of variables
R_Tn1zCiJl48M49bP	laziness and short-sightedness...saving time now and causing problems later	2	short-sightedness...saving time now and causing problems later	no	recurring	bad or lack of planning	short-sightedness	poor labeling of variables	1	poor labeling of variables	yes	ambiguous naming/defining of data	poor labeling of variables
R_u3udJvSlp9H0lYR	Lack of identification of the error prior to data collection.	1	Lack of identification of the error prior to data collection.	yes	recurring	inattention	lack of vigilance	The most common data-related mistake is that we realize after beginning to collect data that a question/item was worded incorrectly, missing, or that there was some error in the electronic survey/questionnaire materials (e.g., wrong piping of text, wrong rules presenting new items based on previous responses etc).	1	The most common data-related mistake is that we realize after beginning to collect data that a question/item was worded incorrectly, missing, or that there was some error in the electronic survey/questionnaire materials (e.g., wrong piping of text, wrong rules presenting new items based on previous responses etc).	yes	oversight in study design or measurement	incorrect wording of a question/item
R_u7y4awKmx0P9uMx	Haste, I guess?	1	Haste, I guess?	yes	recurring	time management issue	being in a hurry	When we moved data between spreadsheet we only partially selected the data which led to data loss.	1	When we moved data between spreadsheet we only partially selected the data which led to data loss.	yes	data transfer error	copy paste error
R_Ub6KK5sJLnRBQBj	The data-manager was not carefull	1	The data-manager was not carefull	yes	serious	carelessness	carelessness	After publication we realize the denominator in our risk measurements included a large sample of individuals who did not belong to the study sample. Fortunately the inclusion oh those extra individuals was not related to the exposure outcome	1	After publication we realize the denominator in our risk measurements included a large sample of individuals who did not belong to the study sample. Fortunately the inclusion oh those extra individuals was not related to the exposure outcome	yes	data selection/merging error	including people who do not belong to the sample
R_Ugcj0Hs9IX1A3WV	Laziness	1	Laziness	yes	recurring	carelessness	laziness	Not labeling variables or response values in data file	1	Not labeling variables or response values in data file	yes	ambiguous naming/defining of data	Not labeling variables or response values in data file
R_Ugcj0Hs9IX1A3WV	Laziness	1	Laziness	yes	serious	carelessness	laziness	Failed to appropriately document analysis syntax	1	Failed to appropriately document analysis syntax	yes	bad or poor documentation	lack or poor documentation
R_usJmD25Zml44ef7	Many versions of the same data set, with slight modifications, may be retained on a computer's hard drive.	1	Many versions of the same data set, with slight modifications, may be retained on a computer's hard drive.	yes	recurring	bad or lack of standards	error in version control	Use of wrong data set	1	Use of wrong data set	yes	version control error	using wrong dataset
R_UW9udpehJoHvjeV	little programming experience	1	little programming experience	yes	serious	lack of knowledge/experience	inexperience	overwriting data leading to data loss in a pre- posttest	1	overwriting data leading to data loss in a pre- posttest	yes	version control error	overwriting data
R_uyQjDVLfMF1DjEJ	relocation of practice and archives not being found	1	relocation of practice and archives not being found	yes	serious	carelessness	not following the standard procedure	Losing data just like yourself and not being able to generate them again	1	Losing data just like yourself and not being able to generate them again	yes	loss of materials/documentation/data	data loss
R_uyxOp5bl3Heyi5P	Researcher not fully reading instructions for data management	1	Researcher not fully reading instructions for data management	yes	recurring	carelessness	not following protocol	Lack of following protocols in file naming	1	Lack of following protocols in file naming	yes	deviation from the protocol	Lack of following protocols in file naming
R_vCDw2trrlQggWnD	Probably the underlying cause is our failure to train students in these issues.	1	Probably the underlying cause is our failure to train students in these issues.	yes	recurring	lack of knowledge/experience	inexperience	(1) Similar data collections, but variables assigned different names (2) Students doing data manipulations (e.g., forming scales from several items) in a spreadsheet, rather than in reproducible, documented code.	1	(1) Similar data collections, but variables assigned different names.	no	ambiguous naming/defining of data	ambiguous variable naming
R_vCDw2trrlQggWnD	Probably the underlying cause is our failure to train students in these issues.	1	Probably the underlying cause is our failure to train students in these issues.	yes	recurring	lack of knowledge/experience	inexperience	(1) Similar data collections, but variables assigned different names (2) Students doing data manipulations (e.g., forming scales from several items) in a spreadsheet, rather than in reproducible, documented code.	2	(2) Students doing data manipulations (e.g., forming scales from several items) in a spreadsheet, rather than in reproducible, documented code.	no	wrong data processing/analysis	data processing error
R_vCDw2trrlQggWnD	Inadequate training of graduate students.	1	Inadequate training of graduate students.	yes	serious	bad skill management	inadequate training	Different variable names in study 1 versus the similar study 2 for the same questionnaire items.	1	Different variable names in study 1 versus the similar study 2 for the same questionnaire items.	yes	ambiguous naming/defining of data	ambiguous variable naming
R_vGhe9SFx67Tm8md	She probably performed easier statitistics and did not bother to learn a new way of doing stats.	1	She probably performed easier statitistics and did not bother to learn a new way of doing stats.	yes	recurring	carelessness	carelessness	My PhD student siad she performed X test that she cannot do, I figured out that she has performed another easier stat test that she could do. The results and p values or F values did not change, and luckily the paper she wrote was rejected at the first journal that I could go over the stats and found out the mistake. I was not sure if she did it because it was easies, or mistakingly. Now I go over everything she does with a double or triple check, and am rather unreluctant to write with her.	1	My PhD student siad she performed X test that she cannot do, I figured out that she has performed another easier stat test that she could do. The results and p values or F values did not change, and luckily the paper she wrote was rejected at the first journal that I could go over the stats and found out the mistake. I was not sure if she did it because it was easies, or mistakingly. Now I go over everything she does with a double or triple check, and am rather unreluctant to write with her.	yes	wrong data processing/analysis	statistical mistake
R_vktbxXQAdWGQUmJ	Careless in 99% of the case, human error	1	Careless in 99% of the case, human error	yes	recurring	carelessness	carelessness	'-Copy and paste error in excel -selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc) -Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	1	-Copy and paste error in excel	no	data transfer error	copy paste error
R_vktbxXQAdWGQUmJ	Careless in 99% of the case, human error	1	Careless in 99% of the case, human error	yes	recurring	carelessness	carelessness	'-Copy and paste error in excel -selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc) -Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	2	-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	no	data selection/merging error	selecting wrong variables in analysis
R_vktbxXQAdWGQUmJ	Careless in 99% of the case, human error	1	Careless in 99% of the case, human error	yes	recurring	carelessness	carelessness	'-Copy and paste error in excel -selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc) -Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	3	-Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	no	programming error	program coding error
R_vktbxXQAdWGQUmJ	Careless, did not check the data carefully enough.	1	Careless, did not check the data carefully enough.	yes	serious	carelessness	carelessness	'-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	1	'-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	yes	data selection/merging error	selecting wrong variables in analysis
R_vOfSDKH9m5bsxQl	An insufficiently formalized data management protocol; the IT-services do not facilitate easy and safe access to data	1	An insufficiently formalized data management protocol	no	recurring	bad or lack of standards	error in protocol	Datasets are not always saved in one place, and - especially a few years - most often on people's own computers. This means that various versions of the 'same' set may be in existence, or datasets get lost (e.g. when a researcher leaves to another institute).	1	Datasets are not always saved in one place, and - especially a few years - most often on people's own computers. This means that various versions of the 'same' set may be in existence, or datasets get lost (e.g. when a researcher leaves to another institute).	yes	version control error	using wrong dataset
R_vTAtDgS8N64qWDn	Big datasets and need to use different analyses softwares	1	Big datasets and need to use different analyses softwares	yes	recurring	too high complexity	too complex task	Confusing values with formulas in excel leading to wrong numbers when pasted in a different spreadshet	1	Confusing values with formulas in excel leading to wrong numbers when pasted in a different spreadshet	yes	programming error	program coding error
R_WDKxkIWKqWPUbqV	sloppiness	1	sloppiness	yes	recurring	carelessness	sloppiness	transcription errors	1	transcription errors	yes	data transfer error	transcription error
R_WDKxkIWKqWPUbqV	slopiness	1	slopiness	yes	serious	carelessness	sloppiness	transcription error	1	transcription error	yes	data transfer error	transcription error
R_wQKtnSahMtTdwZP	Lack of information, or precise information	1	Lack of information, or precise information	yes	recurring	lack of knowledge/experience	lack of information	Errors calculating the dimensions of some questionnaires.	1	Errors calculating the dimensions of some questionnaires.	yes	wrong data processing/analysis	wrong analysis
R_wQKtnSahMtTdwZP	Lack of attention	1	Lack of attention	yes	serious	inattention	inattention	After I entered all the data, when I was analysing the data, I realised I made a mistake. So, I had to introduce all the data again. I lost time, and it was frustrating. Luckily, I did not publish anything with the wrong data	1	After I entered all the data, when I was analysing the data, I realised I made a mistake. So, I had to introduce all the data again. I lost time, and it was frustrating. Luckily, I did not publish anything with the wrong data	yes	data input error	data entry error
R_x8Z2fY3NuG06l69	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	1	I’m not sure—more training needed for data collectors?	no	recurring	lack of knowledge/experience	lack of experience	Incomplete data collection (survey missing some questions),	1	Incomplete data collection (survey missing some questions),	yes	oversight in study design or measurement	survey missing questions
R_x8Z2fY3NuG06l69	Forgetfulness	1	Forgetfulness	yes	serious	physical and mental constraints	forgetfulness	forgot to record qualitative interview	1	forgot to record qualitative interview	yes	data input error	forgetting to record qualitative interview
R_x8Z2fY3NuG06l69	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	2	More incentive to data collectors for getting completed data?	no	recurring	carelessness	lack of incentives	Incomplete data collection (survey missing some questions),	1	Incomplete data collection (survey missing some questions),	yes	oversight in study design or measurement	survey missing questions
R_x8Z2fY3NuG06l69	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	3	Paid data collectors rather than program staff?	no	recurring	lack of knowledge/experience	inexperience	Incomplete data collection (survey missing some questions),	1	Incomplete data collection (survey missing some questions),	yes	oversight in study design or measurement	survey missing questions
R_xaBv50AriU5pPt7	Slight changes in the way questions were asked that were not noticed until relatively late in the cleaning/analysis process.	1	Slight changes in the way questions were asked that were not noticed until relatively late in the cleaning/analysis process.	yes	recurring	bad or lack of standards	inconsistent measurement	Incorrect coding/re-coding of categorical variables.	1	Incorrect coding/re-coding of categorical variables.	yes	data coding error	incorrect coding of variables
