response_id	outcome	outcome_no	outcome_sep	maximum_response_one_outcome	type	group_outcome	code_outcome
R_XYUxOqaUOdv9F97	I don’t know how many people used the scale before we realised and corrected. It would be less reliable (4/42 items were incorrectly scored), potentially reading to Tyoe II erroe	1	I don’t know how many people used the scale before we realised and corrected. It would be less reliable (4/42 items were incorrectly scored)	no	serious	loss of scientific value	less reliable data
R_XYUxOqaUOdv9F97	Lower quality data = less certainty about conclusion (analysis can still go ahead but the error must be acknowledged and so gre findings are less reliable). Also? We need to admit to errors in the paper and it is embarrassing	2	We need to admit to errors in the paper and it is embarrassing	no	recurring	frustration	embarrassment
R_XYUxOqaUOdv9F97	I don’t know how many people used the scale before we realised and corrected. It would be less reliable (4/42 items were incorrectly scored), potentially reading to Tyoe II erroe	2	potentially reading to Tyoe II erroe	no	serious	loss of scientific value	possibility of Type II error
R_Y6sggRDaiYKcxP3	frustration	1	frustration	yes	recurring	frustration	frustration
R_Y6sggRDaiYKcxP3	frustration	1	frustration	yes	serious	frustration	frustration
R_yD8d1A59bQGBOut	frustration	1	frustration	yes	recurring	frustration	frustration
R_yD8d1A59bQGBOut	frustration	1	frustration	yes	serious	frustration	frustration
R_yDdfJsIfeCY3yRr	Frustration and minor time loss, have to fix the mistake	1	Frustration	no	recurring	frustration	frustration
R_yDdfJsIfeCY3yRr	Time loss and lots of frustration, maybe erroneous conclusion except that it was BEFORE submitting so not sure if that counts	1	Time loss	no	serious	time loss	time loss
R_yDdfJsIfeCY3yRr	Frustration and minor time loss, have to fix the mistake	2	minor time loss, have to fix the mistake	no	recurring	time loss	time loss
R_yDdfJsIfeCY3yRr	Time loss and lots of frustration, maybe erroneous conclusion except that it was BEFORE submitting so not sure if that counts	2	lots of frustration	no	serious	frustration	frustration
R_yDdfJsIfeCY3yRr	Time loss and lots of frustration, maybe erroneous conclusion except that it was BEFORE submitting so not sure if that counts	3	maybe erroneous conclusion except that it was BEFORE submitting so not sure if that counts	no	serious	erroneous conclusion	erroneous conclusion
R_YPHfNIaeRchw0PT	time loss	1	time loss	yes	recurring	time loss	time loss
R_YRpTUYsPnCHJ2U1	frustration	1	frustration	yes	recurring	frustration	frustration
R_YRpTUYsPnCHJ2U1	time loss	1	time loss	yes	serious	time loss	time loss
R_ysSpq9fCGv43WI9	time loss	1	time loss	yes	recurring	time loss	time loss
R_ysSpq9fCGv43WI9	time loss	1	time loss	yes	serious	time loss	time loss
R_ZdxANIAeQf93MkN	frustration	1	frustration	yes	recurring	frustration	frustration
R_ZdxANIAeQf93MkN	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_ZJlgxWYq9ryKVJ7	time loss	1	time loss	yes	recurring	time loss	time loss
R_ZJlgxWYq9ryKVJ7	time loss	1	time loss	yes	serious	time loss	time loss
R_ZKoWiUDZBNjI1kl	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_ZKoWiUDZBNjI1kl	The article would have to be abandoned, and sanctions taken. This did not occur, due to decisions made above my pay grade, but I still consider it a failure.	1	The article would have to be abandoned.	yes	serious	potential or real project failure or setback	abandoned article
R_zTomGWKEQc3Ne8h	time loss	1	time loss	yes	recurring	time loss	time loss
R_ZyPIaTnZlEqj2PT	time loss	1	time loss	yes	recurring	time loss	time loss
