response_id	type	mistake	question	rating
R_2uQIn0onTQYseK1	recurring	Not to meet dealines	frequency	Low
R_2uQIn0onTQYseK1	recurring	Not to meet dealines	serious	Moderate
R_2OTKjDgl6AvVwvh	recurring	Run analyses on old version of a dataset, but corrected it for the paper	frequency	Very Low
R_2OTKjDgl6AvVwvh	recurring	Run analyses on old version of a dataset, but corrected it for the paper	serious	Minor
R_2U4pgn1GCmJuGaU	recurring	uninformative data labeling	frequency	Low
R_2U4pgn1GCmJuGaU	recurring	uninformative data labeling	serious	Minor
R_2cth4XQgNMWuwGv	recurring	Incorrect transcription of data from EMR to spreadsheet.	frequency	High
R_2cth4XQgNMWuwGv	recurring	Incorrect transcription of data from EMR to spreadsheet.	serious	Minor
R_27BdmSNc3E6ZlFf	recurring	Entry error when moving data from paper format to digital format. We are not 100% digital with entry logs with back-checks. Moreover, no data are intermediately saved. All analyses are done on raw data that are never changed.	frequency	Very Low
R_27BdmSNc3E6ZlFf	recurring	Entry error when moving data from paper format to digital format. We are not 100% digital with entry logs with back-checks. Moreover, no data are intermediately saved. All analyses are done on raw data that are never changed.	serious	Minor
R_1o0l1vb0QVWOutj	recurring	Mistake in programming of an experiment, so that not all conditions were presented to all subjects.	frequency	Very Low
R_1o0l1vb0QVWOutj	recurring	Mistake in programming of an experiment, so that not all conditions were presented to all subjects.	serious	Moderate
R_1K7lVatqDC1d3dz	recurring	data loss due to storage error	frequency	Low
R_1K7lVatqDC1d3dz	recurring	data loss due to storage error	serious	Minor
R_3EJQO3OBaZ6CZKY	recurring	Lost of data that was important for the research	frequency	Low
R_3EJQO3OBaZ6CZKY	recurring	Lost of data that was important for the research	serious	Minor
R_4Z9S8WkR6ezQJ7H	recurring	mistakes in associating numbers to cases, miscalculations, wrong organisation of data in experimental conditions, wrongly reporting numbers. Errors corrected as far as I am aware	frequency	Low
R_4Z9S8WkR6ezQJ7H	recurring	mistakes in associating numbers to cases, miscalculations, wrong organisation of data in experimental conditions, wrongly reporting numbers. Errors corrected as far as I am aware	serious	Minor
R_1K26DA5M0mERwZH	recurring	Transformation of a variable	frequency	Very Low
R_1K26DA5M0mERwZH	recurring	Transformation of a variable	serious	Minor
R_2yg8jYMAU5WqMfg	recurring	I took over a project some years ago with useless variable names and no log for what had happened in that data set before my time. I believe that would be a common problem.	frequency	Moderate
R_2yg8jYMAU5WqMfg	recurring	I took over a project some years ago with useless variable names and no log for what had happened in that data set before my time. I believe that would be a common problem.	serious	Moderate
R_DBlXUQLPEwonUSB	recurring	Lost data because of a power failure.	frequency	Very Low
R_DBlXUQLPEwonUSB	recurring	Lost data because of a power failure.	serious	Moderate
R_3lMoowEYi5yWYMA	recurring	An older version with older data was worked on AND submitted to a journal by a co-author, although he did have the most recent version from me.	frequency	Low
R_3lMoowEYi5yWYMA	recurring	An older version with older data was worked on AND submitted to a journal by a co-author, although he did have the most recent version from me.	serious	Moderate
R_3hngidIEckW7lKF	recurring	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	frequency	Very Low
R_3hngidIEckW7lKF	recurring	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	serious	Minor
R_1ogVGCkvyaVYrta	recurring	recode of wrong item within a questionnaire (survey research - item should have been reflected)	frequency	Low
R_1ogVGCkvyaVYrta	recurring	recode of wrong item within a questionnaire (survey research - item should have been reflected)	serious	Insignificant
R_1hLr7MYgQpK05AT	recurring	decimal point goes to the wrong way.	frequency	Low
R_1hLr7MYgQpK05AT	recurring	decimal point goes to the wrong way.	serious	Minor
R_3dGuyqX1cMJFz7i	recurring	Incorrectly defining regressors for functional MRI data analysis.	frequency	Low
R_3dGuyqX1cMJFz7i	recurring	Incorrectly defining regressors for functional MRI data analysis.	serious	Moderate
R_3foClSs4q55ssEp	recurring	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	frequency	Low
R_3foClSs4q55ssEp	recurring	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	serious	Moderate
R_10uWnIrva7R5dgS	recurring	We applied the wrong precedence when resolving values for one variable which could be specified more than once.	frequency	Low
R_10uWnIrva7R5dgS	recurring	We applied the wrong precedence when resolving values for one variable which could be specified more than once.	serious	Moderate
R_7PVRV8S0OqzQTnz	recurring	We scheduled multiple participants for the same data collection session time.	frequency	Very Low
R_7PVRV8S0OqzQTnz	recurring	We scheduled multiple participants for the same data collection session time.	serious	Minor
R_1nZmLTBp6dPXqgm	recurring	"""wrong"" calculations"	frequency	Low
R_1nZmLTBp6dPXqgm	recurring	"""wrong"" calculations"	serious	Minor
R_Cfzi2YLDaPWFnRT	recurring	In qualtrics, error in programming randomizer for different conditions, which resulted in datasets that were incomplete and we didn't not use.	frequency	Low
R_Cfzi2YLDaPWFnRT	recurring	In qualtrics, error in programming randomizer for different conditions, which resulted in datasets that were incomplete and we didn't not use.	serious	Major
R_3KGCgGY4I8KXp24	recurring	'-including participants that weren't supposed to be included in the analysis because of inaccurate records to signify their participation (e.g. including someone who consented and withdrew prior to completing assessments when I was supposed to include people who consented and withdrew prior to participating in the group) -Using an outdated data set because I maintained multiple superseded datasets with similar names in the same folder	frequency	Low
R_3KGCgGY4I8KXp24	recurring	'-including participants that weren't supposed to be included in the analysis because of inaccurate records to signify their participation (e.g. including someone who consented and withdrew prior to completing assessments when I was supposed to include people who consented and withdrew prior to participating in the group) -Using an outdated data set because I maintained multiple superseded datasets with similar names in the same folder	serious	Minor
R_2dlHcPXBYfhftFW	recurring	Poor variable names, poor metadata management, differences in test administration between experimenters	frequency	Low
R_2dlHcPXBYfhftFW	recurring	Poor variable names, poor metadata management, differences in test administration between experimenters	serious	Minor
R_wRyMeFjM4H8I52h	recurring	Respondent ID is not entirely unique	frequency	Low
R_wRyMeFjM4H8I52h	recurring	Respondent ID is not entirely unique	serious	Minor
R_3PHKJQqRQle1gb0	recurring	Unintended data analysis errors	frequency	Very Low
R_3PHKJQqRQle1gb0	recurring	Unintended data analysis errors	serious	Minor
R_3hgej8gmajD0d9j	recurring	Merged data incorrectly so that some data were lost	frequency	Low
R_3hgej8gmajD0d9j	recurring	Merged data incorrectly so that some data were lost	serious	Moderate
R_2bQpSx7HPHcLyoX	recurring	'- copy and paste material in the article text to keep structure and then forgot to change some ino - saved an excerpt of data/text without relabelling the file and thereby lost valuable data/text	frequency	Low
R_2bQpSx7HPHcLyoX	recurring	'- copy and paste material in the article text to keep structure and then forgot to change some ino - saved an excerpt of data/text without relabelling the file and thereby lost valuable data/text	serious	Minor
R_6hV0lkImqJ9lbCV	recurring	Got the coding of a variable wrong so the correlation between it and another variable was backwards (- instead of +)	frequency	Low
R_6hV0lkImqJ9lbCV	recurring	Got the coding of a variable wrong so the correlation between it and another variable was backwards (- instead of +)	serious	Moderate
R_2fiypF20DbX0IU0	recurring	Variable names not being descriptive enough and failing to include value labels for all variables.	frequency	Low
R_2fiypF20DbX0IU0	recurring	Variable names not being descriptive enough and failing to include value labels for all variables.	serious	Minor
R_2duJO8zk4AgeXgg	recurring	I think that we had issues with calculating appropriately omega values for a survey study and then we wrote an erratum about it. We look at each others analysis and check it, so we have a lot of errors, but with these multiperson checks I believe that much less go into the manuscripts.	frequency	Low
R_2duJO8zk4AgeXgg	recurring	I think that we had issues with calculating appropriately omega values for a survey study and then we wrote an erratum about it. We look at each others analysis and check it, so we have a lot of errors, but with these multiperson checks I believe that much less go into the manuscripts.	serious	Minor
R_1qWnEsHwB47T5gC	recurring	Use of uninformative variable names; no consistent file structure for different subprojects.	frequency	Moderate
R_1qWnEsHwB47T5gC	recurring	Use of uninformative variable names; no consistent file structure for different subprojects.	serious	Minor
R_2zjVTdbw0kClOqk	recurring	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	frequency	Low
R_2zjVTdbw0kClOqk	recurring	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	serious	Minor
R_T6OrGQxMHJekFCF	recurring	the software overwrote the same variable so only the last value was recorded.	frequency	Low
R_T6OrGQxMHJekFCF	recurring	the software overwrote the same variable so only the last value was recorded.	serious	Minor
R_1CKGCablLVpWzNT	recurring	FAILURE TO BACK-UP DATA FILES AND RELATED SYNTAX	frequency	Low
R_1CKGCablLVpWzNT	recurring	FAILURE TO BACK-UP DATA FILES AND RELATED SYNTAX	serious	Major
R_2yfG7EjmzWsyWxx	recurring	Sorting variables or splitting the file and then not returning to the default; Not saving the cleaned and imputed data file used in specific analyses, and later having difficulties to reproduce the file used in the analyses	frequency	Moderate
R_2yfG7EjmzWsyWxx	recurring	Sorting variables or splitting the file and then not returning to the default; Not saving the cleaned and imputed data file used in specific analyses, and later having difficulties to reproduce the file used in the analyses	serious	Minor
R_1LNc6THhR7JwDJ5	recurring	Losing code used to run analyses because of a system crash or using informative label names.	frequency	Low
R_1LNc6THhR7JwDJ5	recurring	Losing code used to run analyses because of a system crash or using informative label names.	serious	Minor
R_2WGQonc2eGviLKq	recurring	Data entry/data copying error	frequency	Low
R_2WGQonc2eGviLKq	recurring	Data entry/data copying error	serious	Minor
R_3fuztQ0HcuQmyVK	recurring	Same data came from different sources. Data processing software were developed 20+ years ago. Programmers do not know how apply new data processing algorithms to fix problems.	frequency	Very High
R_3fuztQ0HcuQmyVK	recurring	Same data came from different sources. Data processing software were developed 20+ years ago. Programmers do not know how apply new data processing algorithms to fix problems.	serious	Moderate
R_qJHLDJdVTdBowI9	recurring	Wrong entry in the dataset or incomplete/incorrect selection of the dataset	frequency	Low
R_qJHLDJdVTdBowI9	recurring	Wrong entry in the dataset or incomplete/incorrect selection of the dataset	serious	Minor
R_3MxuXev3SJ36Py0	recurring	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)   not knowing while file was the correct one or if responses had already been coded   transferring only certain lines of data and the transfer only working for half the line	frequency	Low
R_3MxuXev3SJ36Py0	recurring	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)   not knowing while file was the correct one or if responses had already been coded   transferring only certain lines of data and the transfer only working for half the line	serious	Minor
R_1rH1NztEvUbUmp0	recurring	names or details of participants were mis-reported	frequency	Low
R_1rH1NztEvUbUmp0	recurring	names or details of participants were mis-reported	serious	Moderate
R_Xp37cWl6slWgFWN	recurring	lost of data, wrong data	frequency	Low
R_Xp37cWl6slWgFWN	recurring	lost of data, wrong data	serious	Moderate
R_x8Z2fY3NuG06l69	recurring	Incomplete data collection (survey missing some questions),	frequency	Moderate
R_x8Z2fY3NuG06l69	recurring	Incomplete data collection (survey missing some questions),	serious	Moderate
R_YPHfNIaeRchw0PT	recurring	The audio-recording device did not record properly and I only noticed that well into the session.	frequency	Low
R_YPHfNIaeRchw0PT	recurring	The audio-recording device did not record properly and I only noticed that well into the session.	serious	Minor
R_1HemYlCts4kwav2	recurring	Wrong data input, wrong identifier for data file	frequency	Low
R_1HemYlCts4kwav2	recurring	Wrong data input, wrong identifier for data file	serious	Insignificant
R_2EBoQ5pteGRidTo	recurring	It was an incomplete download of responses which led to an error in calculating derived variable scores. But the mistake was discovered through running descriptive statistics and could be corrected.	frequency	Low
R_2EBoQ5pteGRidTo	recurring	It was an incomplete download of responses which led to an error in calculating derived variable scores. But the mistake was discovered through running descriptive statistics and could be corrected.	serious	Insignificant
R_0ibVXbAiuoWoMWR	recurring	I don't use labs, so the most concerning issue for me is when people 'game' MTurk and it can be hard to tell if the data from one individual is used multiple times (they take the survey more than once).	frequency	Moderate
R_0ibVXbAiuoWoMWR	recurring	I don't use labs, so the most concerning issue for me is when people 'game' MTurk and it can be hard to tell if the data from one individual is used multiple times (they take the survey more than once).	serious	Moderate
R_3EKM0va9ntRVGxm	recurring	As I process data to reduce the number of variables, I can leave out a variable that I later realize I need. Also, if I have failed to document fully when I delete full observations.	frequency	Very Low
R_3EKM0va9ntRVGxm	recurring	As I process data to reduce the number of variables, I can leave out a variable that I later realize I need. Also, if I have failed to document fully when I delete full observations.	serious	Moderate
R_4Jx85V7Q7juO0rD	recurring	A calculated variable was not properly coded.	frequency	Very Low
R_4Jx85V7Q7juO0rD	recurring	A calculated variable was not properly coded.	serious	Major
R_vOfSDKH9m5bsxQl	recurring	Datasets are not always saved in one place, and - especially a few years - most often on people's own computers. This means that various versions of the 'same' set may be in existence, or datasets get lost (e.g. when a researcher leaves to another institute).	frequency	Low
R_vOfSDKH9m5bsxQl	recurring	Datasets are not always saved in one place, and - especially a few years - most often on people's own computers. This means that various versions of the 'same' set may be in existence, or datasets get lost (e.g. when a researcher leaves to another institute).	serious	Moderate
R_3kBPKtkLfMFdp7R	serious	In some cases, the field assistants neglected to record some of the data.	serious	Minor
R_DuXE6py2mbqw7qV	serious	Wrong data used in part of a figure	serious	Minor
R_1cZWGJtCZKD1ew4	serious	Mismatch of longitudinal data - attribution of later values to the wrong people.	serious	Major
R_2Qy5UUJfVHXoWZV	serious	We have combined a large dataset but erroneously deleted a number of  important variables	serious	Minor
R_3dMrKvR94hccB6c	serious	One experimenter performed data collection not according to the protocol, which was detected after several weeks and which led to uninterpretable data in almost half of the hitherto recorded subjects.	serious	Moderate
R_25AfsUG4wphIkYO	serious	Not actually my team, but in a collaboration I have been involved in a coding error led to an experiment having to be re-run.	serious	Moderate
R_xa49SUkv3DKQme5	serious	Coding error prevented data collection from an important variable for a whole experiment with 50 participants. The data had to be discarded.	serious	Moderate
R_1Fsku9bfzuOnHlW	serious	Losing a full project	serious	Extreme
R_T4VDquP5brp47AZ	serious	My fellow grad-student forget to collect gender data and had to throw out an entire term's worth of data.	serious	Moderate
R_1ODLj4FHdxhK3G1	serious	One Data-Prep Step falsely deleted a third of the cases of interest	serious	Moderate
R_31oXJfKSNMz4pNg	serious	Reported descriptive results in a published table that were for a subset of data instead of full sample	serious	Minor
R_1o7utbGjr0CiW5p	serious	The axes on a graph were incorrectly labeled in a publication.	serious	Moderate
R_2YSaYiPeTrGttp8	serious	RA had been inputting data by hand incorrectly and this all had to be redone.	serious	Moderate
R_0Jku2nGizREQbhn	serious	Computer not recording data diluting data collection	serious	Moderate
R_2at1V67diUQvkc1	serious	Longitudinal data collected with no way of linking repeated measures to individual participants.	serious	Extreme
R_1QJxQZXirFtXONG	serious	we also lost complete data sets after responsible researcher left univ	serious	Major
R_3ej0du4jNp47nCF	serious	A post-doc researcher in the team did errors at several stages of a complex project combining different imaging techniques (order of the protocol, analysis that were used for the second stage of the protocol, etc.).	serious	Major
R_2wBKpgElsyjBV0b	serious	did not write correct code for a project	serious	Moderate
R_RxBYZwBUfiAACBP	serious	level of expression of RNAm erroneous	serious	Moderate
R_sKV54jfDQ68Jx05	serious	Conflated correlation	serious	Moderate
R_RgJqa1XTk8Aexax	serious	forgot to include a scale in the questionnaire	serious	Moderate
R_3sb7E8EQLjHDtj6	serious	data processing error - a dependent variable was incorrectly calculated from raw data	serious	Minor
R_30oeLXyDGAJEwhS	serious	A student used two different versions of a manipulation check for her dissertation and was unable to collapse them into one measure.	serious	Major
R_3KJ9fDQ34vAsAxJ	serious	Our data entry software re-coded missing values to a perfect score on a measure.	serious	Major
R_339JiVn0BrXV8jw	serious	Grammar	serious	Minor
R_Q6a2dBgrDtQZrcl	serious	We were test-retesting a measure, and found no effect whatsoever, so we gave up on it. A year later the PhD candidate realized it was because she forgot to reverse code half the retest and the data came out beautiful.	serious	Major
R_23eJfXyDulGeJUx	serious	Students failed to return coded variables when they finish their project	serious	Moderate
R_2afAwJhFERuWpcR	serious	We had multiple participant teams with the same tracking number from the same day and had to go back to the raw experimental materials to figure out which was which.  No big deal, except we had already started analyses and had to redo everything.	serious	Minor
R_1C7oJP4CkRa3cdP	serious	Programming errors	serious	Moderate
R_yD8d1A59bQGBOut	serious	We did analyses on a data-set with an dependent variable that was not correctly calculated from raw eye-tracking data.	serious	Moderate
R_1ojdoHkyRAEhaO9	serious	Mislabeled columns when moving data between excel sheets; did not notice for a couple of months (data were not submitted for publication yet); had to rewrite part of manuscript and re-do analysis	serious	Moderate
R_1FzFMxxfXX2SLGw	serious	Failed to have stimulus presentation software record one of the dependent variables of interest	serious	Extreme
R_1kTbPJmOD0m8h6r	serious	Old version of database	serious	Moderate
R_qITgjpy8nUlimv7	serious	The use of the wrong variables in an analysis.	serious	Minor
R_2agYT2RkPZaarIL	serious	mis-coding of data that required re-coding and re-analysis	serious	Minor
R_2RVBEeR4DZhBco5	serious	I recoded the items for my variable wrong, leading to the opposite direction of the relationship	serious	Minor
R_2aQPnJKQNgJw2Ob	serious	Failure to properly map census areas to postal codes led to a false conclusion that was included in a grant submission and almost published, before we caught the error.	serious	Major
R_1QLOiVySy2bKLTZ	serious	Miscoding of a variable leading to an erroneous conclusion.	serious	Moderate
R_2YQViBTzxB4Z58d	serious	About 24 participants tested with no data collected.	serious	Moderate
R_3G7c4213rSP4bPF	serious	improper saving of results from text processing scripts	serious	Major
R_XiYRBKDZ1f0f0wV	serious	We failed to include 25% of items in a scale for a study.	serious	Moderate
R_1LXOUF7PqQkhz6o	serious	Inconsistent participant numbering.	serious	Minor
R_3lrEYOs4D0F0s0k	serious	Point 3 above (failure to retain critical baseline variable data during screening)	serious	Moderate
R_1mKI2PUxRHLULTJ	serious	mislabelled and poorly structured data from a complex project.	serious	Moderate
R_3RlLuQSE5pu1tb0	serious	No record of source of data, no idea where it was from	serious	Minor
R_2doLrFMsPU9gioB	serious	A couple where there is a day loss of coding. Re-writing the coding likely improves it.	serious	Insignificant
R_uwilEnZKlzMWNLH	serious	Data management	serious	Major
R_1lhqYV1QwEPPpZy	serious	working on the wrong data set	serious	Minor
R_1dyHBENaRUWZjBd	serious	In a developmental study, the randomization was set up incorrectly, such that some participants were saw conditions multiple times erroneously. We lost ~10 participants worth of data as a result.	serious	Moderate
R_2VmXtXlfGpTVyxw	serious	Misleading cut-paste from one file to another.	serious	Insignificant
R_XYUxOqaUOdv9F97	serious	Published a scoring key that contained errors.	serious	Moderate
R_2Wxs9NL5pTh2Ko0	serious	We were provided with an incorrect weighting variable by a third party	serious	Major
R_eYdELbJBuvjhdyF	serious	Software error- data not collected	serious	Moderate
R_1IH7qhVEGwzF6pZ	serious	The code assigned to participants was a bit confusing.	serious	Major
R_1FwvnH84InncNXX	serious	I have a certain way of dummy coding in that the experimental condition is coded as a zero while the control condition is coded as a one. A graduate student who I work with prefers the opposite. This has caused some problems.	serious	Minor
R_26mVWrTn2jxXvOy	serious	Error in trial counts on a study, ran ~8 participants before error was found	serious	Moderate
R_1IlTZYBSAO0Dcuy	serious	Physically deleting data from from participants not eligible for our study (rather than typing code to remove them), and not saving original raw data.	serious	Major
R_2Yrmw7uMu8U6eEA	serious	Incorrect registration of participant responses	serious	Major
R_2VpQNBQ0y3Xk4v1	serious	Broken server led to loss of data	serious	Moderate
R_1qgGU0J3OX0g6t9	serious	analyses had to be re-done	serious	Minor
R_33qjViTvNv9H48m	serious	Incorrect digital form that led to incorrect data.	serious	Moderate
R_3ssjvVtm5kqPBor	serious	Error in formula	serious	Major
R_3gTq4TA8Trl2ZHf	serious	Error in data analysis with a erroneous dataset	serious	Major
R_DSGTNrt5b3NfEyd	serious	We often check data for validation; I think that the most serious mistake we faced was a formula error leading to strange values in one of our dependent variables. I took some time to figure out why the results were so hard to predict.	serious	Moderate
R_2czHmrjciqTkBt0	serious	Loss of raw MRI images	serious	Moderate
R_1NDGa4iJhjM1zX9	serious	Use of different versions of an instrument in files that were to be merged.	serious	Major
R_3fjxxi7YlurfKXO	serious	Thirty years after publication of field study, I wanted to re-analyze the data.  Sadly, the data were lost because of office moves.  Thus, the lost data precludes subsequent re-analyses.	serious	Minor
R_pDGuvxLRGbALOtH	serious	mistakes in the data analysis	serious	Minor
R_BG2zCrSq72cu5oJ	serious	All of the data collected by one of the experimenters has to be discarded because the experimenter misunderstood part of the protocol.	serious	Moderate
R_2TRUjQ7kYqmtIno	serious	A variable was reverse-coded when it was not supposed to be	serious	Moderate
R_3saEuW4TTviBwnM	serious	mostly just time-consuming errors - I work with undergraduates and they do not value the process or the goal sufficiently	serious	Moderate
R_3qR5qywuGiliJsm	serious	Not sure if this counts, but survey was programmed incorrectly, which meant a big portion of the sample didn't take an important pre-test and had to be excluded.	serious	Moderate
R_3j27GQZJCc95DpV	serious	Different databases	serious	Moderate
R_1ZdEcLWKTBdeOgV	serious	We collected two different versions of a survey and mistakenly reported data that was missing version one responses.	serious	Minor
R_2EggCQnejEtHW3a	serious	My graduate student and I wrote a paper based on his analysis of a data set.  I wanted to do a more sensitive analysis but when I went back to the data, I could not replicate what he had done.  We met and I realized he used the pre-coded version of an important variable.  This negated the ability to submit the paper for publication consideration.  It was my fault as I should have double checked all analyses before beginning work on a manuscript that we wouldn't be able to publish anyway.	serious	Moderate
R_2BgSfuqikIO1v0a	serious	We overwrote new data with old data.	serious	Moderate
R_2QVQCBFhAeeJNZP	serious	Loss of demographic information for participants.	serious	Minor
R_3kjMa6nu9SI2Zxt	serious	Happily, I have not had a serious data-related mistake that persisted to the finally submitted article. Probably the most serious was when I led a multisite replication project, and one lab collected their large sample prematurely using the wrong questionnaire materials, meaning they had to re-run on new subjects.	serious	Moderate
R_3rJuaVQjfJOizzO	serious	Broken equipment leading to data loss.	serious	Major
R_RDng1vjQz0Eut2x	serious	Wrong values entered for outcomes of a patricularvassrssment	serious	Moderate
R_1fkEC9uIzUqHPXF	serious	PhD student leaves the field, deletes dropbox account with all data and code. Some of it was backed up, some wasn't.	serious	Moderate
R_Ugcj0Hs9IX1A3WV	serious	Failed to appropriately document analysis syntax	serious	Major
R_3jZ1VC6ejnLzmYa	serious	A researcher coded categorical data as interval data	serious	Extreme
R_yDdfJsIfeCY3yRr	serious	One time a formula error (not pasting all the way down) made the results look WAY bigger/more impactful than they actually were.  Wrote the manuscript for a special issue, and the day before it was due discovered the error.  The conclusions were in the same direction but much smaller.  Had to re-write a lot of the paper very quickly (since the language needed to change with the more moderate results) and redo all analyses and graphs.  Fortunately have never (yet, knowingly) presented or submitted findings anywhere with such mistakes - I always re-check things and usually find and fix such errors early.	serious	Minor
R_2dSg2D5VTNB7RVY	serious	Miscoded categorical variables	serious	Moderate
R_xaBv50AriU5pPt7	serious	Incorrect coding/labeling of missing values which significantly skewed results.	serious	Minor
R_2SBjtXj9EjzI7Sn	serious	Had to drop some coders' codings.	serious	Insignificant
R_AmI4PaDaAItn0MF	serious	I mistakenly dropped 25% of observations from the analysis when, in fact, these 25% were quite informative for the research question.	serious	Major
R_1EKvVZl7B5pr465	serious	Absence of a numerical data in a case of population sample	serious	Minor
R_T1kUZzmLbVaqMQp	serious	The one described before	serious	Moderate
R_3szfXpJiLetcwwr	serious	Loss of dataset	serious	Major
R_WDKxkIWKqWPUbqV	serious	transcription error	serious	Insignificant
R_1pRrkSmdJGmTwHk	serious	Data from old projects lost because old SPSS files will not open. Data was not stored in another format.	serious	Minor
R_31N0JcnckZmHXuH	serious	Erroneous results reported in a published abstract due to a filtering error.	serious	Moderate
R_T5iKcDfWBpqUOaJ	serious	Lost the master file necessary for data alignment.	serious	Moderate
R_2U9jvXCLvYdgF4v	serious	Merged wrong dataset into the master version, but did not realize we were working on older/less correct dataset for two months.	serious	Moderate
R_3CWadSWEbwUhhrs	serious	1. in research about personality and diabetes control we apply personality questionnaire to the sample which could not understand the questions; data were unreliable and we abandoned this study; 2. internet study about bulb-flesh memory included survey which forced participants to answer all of the questions in order to proceed; it turns out that many participants quit before they completed the whole survey	serious	Moderate
R_1Kp6yZnGSG4gEcP	serious	corruption of data files	serious	Minor
R_3JgdVz92UzIXsDf	serious	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	serious	Moderate
R_Ajw5jmJ8M7DobyF	serious	Ambiguous wording of questionnaire item that precluded interpretation of data relative to the hypotheses.	serious	Major
R_2zHk3lrt2viQjzY	serious	Loss of data	serious	Minor
R_2VQJaAMQ7x7b0Vc	serious	Error in data recording on a small-N patient-based study, so losing data from even 1 participant was somewhat significant.	serious	Moderate
R_3pgaQNfj5tISZ0r	serious	Lost some data stored in written form without entering in electronic form	serious	Major
R_2cu4Vcaq8fXrGGw	serious	Someone neglected to notice a negative symbol; ie the results were the opposite of what we thought	serious	Moderate
R_OvXfiWtDSp3WRdD	serious	Used the wrong version of a questionnaire for part of the data collection	serious	Moderate
R_vCDw2trrlQggWnD	serious	Different variable names in study 1 versus the similar study 2 for the same questionnaire items.	serious	Moderate
R_1FnQHiAFu95KLEA	serious	Data were not coded properly for a study variable, which led to 3 minor retractions	serious	Moderate
R_3lFbOeEkr2aGW1f	serious	Time spent analyzing a data set that had been corrupted.	serious	Minor
R_2YKRrPH6SwOg1i9	serious	Copy/paste error misaligned rows of data and incorrectly changed the identity of the subjects associated with each dataset	serious	Moderate
R_2aKnSakmSAQuXYg	serious	An undergraduate research assistant fabricated data.	serious	Moderate
R_6gLIVQF1l9WfwFH	serious	Programming error.	serious	Moderate
R_2WVyCoeuAAHCNin	serious	Omission of scale in survey	serious	Moderate
R_AFdMpLX9YukUDqV	serious	Coding mistake that resulted in wrong conclusions in a paper	serious	Minor
R_3fAw2UE7epkUpRF	serious	There was an error with the software that generated unique ids and it created duplicate unique ids causing us to lose data for 130 respondents and dropping our sample from 200 to 70!!!!	serious	Moderate
R_3jeZvxEXWjMiPoU	serious	Making some errors in programming experiment.	serious	Minor
R_2awtub9gT0lm0Nq	serious	Reverse encoding of questionnaire items	serious	Major
R_3s5IM3bGbNtc4XU	serious	No real mistakes, just difficult to find and understand old data.	serious	Minor
R_73C5WonwTfcN8Wt	serious	misalignment of data files	serious	Moderate
R_29tEljEKBrsztMe	serious	In moving a questionnaire between different qualtrics surveys the coded order of the items had changed and the SPSS syntax thus did not fit. Realized that only after writing a draft of the paper... which had to be substantially changed based on the new analyses.	serious	Major
R_SH3w71pRCZDwotH	serious	Someone had filled a SPSS data sheet in a way that two values were in single cell. Like 4 and 2 should be next to each other but there was 42 and an empty cell. Easily detected and removed.	serious	Insignificant
R_3fW2vvpojJLV3ZS	serious	Incorrect labelling of a variable.	serious	Moderate
R_1g6hYU8eXreCTSC	serious	Inappropriate labelling of participants leading to confusion when aggregating data from different sources	serious	Major
R_ysSpq9fCGv43WI9	serious	Problems with the labels of variables	serious	Minor
R_vTAtDgS8N64qWDn	serious	Some columns of data got mixed when moving data from one software to another	serious	Moderate
R_d9XxjKNfZKBlcv7	serious	An entire dataset was collected without a thorough check of the stimulus presentation code. This meant that key pieces of the data were not collected. The dataset had to be recollected.	serious	Moderate
R_1gpx3ioVAlVTipo	serious	A research assistant collecting the data used by mistake cut-copy instead of copy-paste from the data file to her USB stick, which she then succeeded to put in the washing machine together with her jeans, resulting in significant loss of data. As a result, we haven't published data from that project.	serious	Major
R_3NDG6QfrooWuJHa	serious	I remember a programming error that led to the loss of a few data sets (becoming useless because of the error) and we have to test new participants In another case, a variable (a time interval) was coded incorrectly, so that we had to average across this variable instead of taking it as independent variable (we reported this explicitly in the paper)	serious	Moderate
R_vktbxXQAdWGQUmJ	serious	'-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	serious	Major
R_3jfk9WUBB1C9rE0	serious	Bad documentation of data preparation	serious	Moderate
R_u7y4awKmx0P9uMx	serious	A missed experiment recording.	serious	Minor
R_1rwuSrjs7gQ6lcy	serious	mix-up of data sets	serious	Minor
R_ZJlgxWYq9ryKVJ7	serious	Analyzing  data where  missing vaklues were not identified as such, leading to the wrong conclusions	serious	Moderate
R_1OCdfz7knYYZ9MF	serious	A wrong pre-processing of the data.	serious	Moderate
