response_id	mistake	mistake_no	mistake_sep	maximum_response_one_type	type	group_type	code_type
R_cOwnko1L9iV7hWV	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : Problematic formattings, data entry errors, observer effects, import errors of data across programs, intransparency regarding data recording, incomplete data transfer, uncertainty about latest version	5	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : intransparency regarding data recording	no	recurring	bad or poor documentation	not being transparent regarding data recording
R_cuv0b8aL16OZV5f	vague variable names/labels leading to difficulty with later use of the data for secondary projects	1	vague variable names/labels leading to difficulty with later use of the data for secondary projects	yes	recurring	ambiguous naming/defining of data	unclear variable names
R_cuv0b8aL16OZV5f	I'm new to a team led by another researcher. This team used the wrong consent version with an older project, discovered three years ago, leading to about half of the data being lost (i.e., taken by the IRB).	1	I'm new to a team led by another researcher. This team used the wrong consent version with an older project, discovered three years ago, leading to about half of the data being lost (i.e., taken by the IRB).	yes	serious	oversight in study design or measurement	wrong consent form
R_CZELpbmkR2H9uz7	difficult to decipher variable names	1	difficult to decipher variable names	yes	recurring	ambiguous naming/defining of data	unclear variable names
R_CZELpbmkR2H9uz7	Documentation failure of fMRI designs	1	Documentation failure of fMRI designs	yes	serious	bad or poor documentation	lack or poor documentation
R_d9XxjKNfZKBlcv7	Our analysis code has errors in it, invalidating all or part of the analysis.	1	Our analysis code has errors in it, invalidating all or part of the analysis.	yes	recurring	programming error	analysis code error
R_d9XxjKNfZKBlcv7	An entire dataset was collected without a thorough check of the stimulus presentation code. This meant that key pieces of the data were not collected. The dataset had to be recollected.	1	An entire dataset was collected without a thorough check of the stimulus presentation code. This meant that key pieces of the data were not collected. The dataset had to be recollected.	yes	serious	programming error	mistake in experiment code
R_DBlXUQLPEwonUSB	Lost data because of a power failure.	1	Lost data because of a power failure.	yes	recurring	technical/infrastructural problem	technical failure
R_DBlXUQLPEwonUSB	Loss of data due to a power failure	1	Loss of data due to a power failure	yes	serious	technical/infrastructural problem	technical failure
R_DCZvMltMaiLK0zD	data loss, data wrongly inserted, data not completely inserted, data not correctly saved, variable names errors	1	data loss	no	recurring	loss of materials/documentation/data	data loss
R_DCZvMltMaiLK0zD	data lost completely due to crash of a laptop with inappropriate backup	1	data lost completely due to crash of a laptop with inappropriate backup	yes	serious	technical/infrastructural problem	technical failure
R_DCZvMltMaiLK0zD	data loss, data wrongly inserted, data not completely inserted, data not correctly saved, variable names errors	2	data wrongly inserted	no	recurring	data transfer error	data insertion mistake
R_DCZvMltMaiLK0zD	data loss, data wrongly inserted, data not completely inserted, data not correctly saved, variable names errors	3	data not completely inserted	no	recurring	data transfer error	data insertion mistake
R_DCZvMltMaiLK0zD	data loss, data wrongly inserted, data not completely inserted, data not correctly saved, variable names errors	4	data not correctly saved	no	recurring	loss of materials/documentation/data	failure to save data
R_DCZvMltMaiLK0zD	data loss, data wrongly inserted, data not completely inserted, data not correctly saved, variable names errors	5	variable names errors	no	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_DSGTNrt5b3NfEyd	Most commonly we face name|ID duplication due to the same participant being evaluated more than once; also, I've built our database on excel and more often people working on it mix up all kinds of formulas despite lock strategies, which lead me to check it every time I have to analyze something.	1	Most commonly we face name|ID duplication due to the same participant being evaluated more than once.	no	recurring	bad connection of data points	ID duplication
R_DSGTNrt5b3NfEyd	We often check data for validation; I think that the most serious mistake we faced was a formula error leading to strange values in one of our dependent variables. I took some time to figure out why the results were so hard to predict.	1	We often check data for validation; I think that the most serious mistake we faced was a formula error leading to strange values in one of our dependent variables. I took some time to figure out why the results were so hard to predict.	yes	serious	wrong data processing/analysis	formula error
R_DSGTNrt5b3NfEyd	Most commonly we face name|ID duplication due to the same participant being evaluated more than once; also, I've built our database on excel and more often people working on it mix up all kinds of formulas despite lock strategies, which lead me to check it every time I have to analyze something.	2	I've built our database on excel and more often people working on it mix up all kinds of formulas despite lock strategies, which lead me to check it every time I have to analyze something.	no	recurring	wrong data processing/analysis	formula error
R_DuXE6py2mbqw7qV	Wrong analysis	1	Wrong analysis	yes	recurring	wrong data processing/analysis	wrong analysis
R_DuXE6py2mbqw7qV	Wrong data used in part of a figure	1	Wrong data used in part of a figure	yes	serious	wrong reporting	Wrong data used in part of a figure
R_e5USP07muEESOKB	Students miscoded variables when creating constructs.	1	Students miscoded variables when creating constructs.	yes	recurring	data coding error	value coding error
R_e5USP07muEESOKB	Wrote in an article that a variable was coded 0/1 when it was actually 1/2 so the mean of 1.4 didn’t make sense.	1	Wrote in an article that a variable was coded 0/1 when it was actually 1/2 so the mean of 1.4 didn’t make sense.	yes	serious	data coding error	value coding error
R_exlSjtrcVMPpPkl	FAILURE TO ENTER DATA CORRECTLY	1	FAILURE TO ENTER DATA CORRECTLY	yes	recurring	data input error	data entry error
R_eYdELbJBuvjhdyF	misscheduling participants	1	misscheduling participants	yes	recurring	participant allocation error	mischeduling participants
R_eYdELbJBuvjhdyF	Software error- data not collected	1	Software error- data not collected	yes	serious	technical/infrastructural problem	software failure
R_Oa2svKJHachQHnP	1. When raw data such as questionnaires are changed  into electronic data,    the procedure often makes mistakes. 2. Compute data in SPSS sometime make mistakes.	1	1. When raw data such as questionnaires are changed  into electronic data,    the procedure often makes mistakes.	no	recurring	data transfer error	transcription error
R_Oa2svKJHachQHnP	1. When raw data such as questionnaires are changed  into electronic data,    the procedure often makes mistakes. 2. Compute data in SPSS sometime make mistakes.	2	2. Compute data in SPSS sometime make mistakes.	no	recurring	wrong data processing/analysis	mistake during data analysis
R_OBy6N3n9kcEUbmx	Working on outdated dataset, realize that a variable was incorrecrly coded after performing statistical analyses...	1	Working on outdated dataset	no	recurring	version control error	using the wrong version of data
R_OBy6N3n9kcEUbmx	Working on outdated dataset, realize that a variable was incorrecrly coded after performing statistical analyses...	2	realize that a variable was incorrecrly coded after performing statistical analyses...	no	recurring	data coding error	value coding error
R_OcBfzKXUA2Vg1mV	"Assistants keyed in the wrong numbers randomly.  Required rekeying the data.   RedCap did not have Research Assistant as ""on project"" so did not input the right ID number code.   Confusion in combining data sets from different sources.   Different sites had different ways of defining the same contructs making it difficult to combine data witout extensive re-coding.   Had longitudinal data in old software programs and it didn't translate easily to new programs."	1	Assistants keyed in the wrong numbers randomly.  Required rekeying the data.	no	recurring	data input error	data entry error
R_OcBfzKXUA2Vg1mV	"Assistants keyed in the wrong numbers randomly.  Required rekeying the data.   RedCap did not have Research Assistant as ""on project"" so did not input the right ID number code.   Confusion in combining data sets from different sources.   Different sites had different ways of defining the same contructs making it difficult to combine data witout extensive re-coding.   Had longitudinal data in old software programs and it didn't translate easily to new programs."	2	"RedCap did not have Research Assistant as ""on project"" so did not input the right ID number code."	no	recurring	data input error	ID recording mistake
R_OcBfzKXUA2Vg1mV	"Assistants keyed in the wrong numbers randomly.  Required rekeying the data.   RedCap did not have Research Assistant as ""on project"" so did not input the right ID number code.   Confusion in combining data sets from different sources.   Different sites had different ways of defining the same contructs making it difficult to combine data witout extensive re-coding.   Had longitudinal data in old software programs and it didn't translate easily to new programs."	3	Confusion in combining data sets from different sources.	no	recurring	data selection/merging error	wrong data merging
R_OcBfzKXUA2Vg1mV	"Assistants keyed in the wrong numbers randomly.  Required rekeying the data.   RedCap did not have Research Assistant as ""on project"" so did not input the right ID number code.   Confusion in combining data sets from different sources.   Different sites had different ways of defining the same contructs making it difficult to combine data witout extensive re-coding.   Had longitudinal data in old software programs and it didn't translate easily to new programs."	4	Different sites had different ways of defining the same contructs making it difficult to combine data witout extensive re-coding.	no	recurring	data coding error	value coding error
R_OcBfzKXUA2Vg1mV	"Assistants keyed in the wrong numbers randomly.  Required rekeying the data.   RedCap did not have Research Assistant as ""on project"" so did not input the right ID number code.   Confusion in combining data sets from different sources.   Different sites had different ways of defining the same contructs making it difficult to combine data witout extensive re-coding.   Had longitudinal data in old software programs and it didn't translate easily to new programs."	5	Had longitudinal data in old software programs and it didn't translate easily to new programs.	no	recurring	data transfer error	mistake in transferring data between formats
R_OlZPqe0dnO5809z	inconsistent application of data exclusion and cleaning procedures, leading to slight different final N in the sample.  This problem happens most frequently in studies with many researchers and many parallel data sets from the same participants.	1	inconsistent application of data exclusion and cleaning procedures, leading to slight different final N in the sample.  This problem happens most frequently in studies with many researchers and many parallel data sets from the same participants.	yes	recurring	wrong data processing/analysis	mistake in data cleaning
R_OlZPqe0dnO5809z	Testing participants who should have been excluded from the study.	1	Testing participants who should have been excluded from the study.	yes	serious	wrong data processing/analysis	testing excluded participants
R_OvXfiWtDSp3WRdD	Created a definition of variable incorrectly	1	Created a definition of variable incorrectly	yes	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_OvXfiWtDSp3WRdD	Used the wrong version of a questionnaire for part of the data collection	1	Used the wrong version of a questionnaire for part of the data collection	yes	serious	version control error	using the wrong version
R_p0BJ8JCn92K9IaJ	The design of a study was compromised by unintentional random allocation of pupils to conditions. The mistake was picked up, and the study re-analysed	1	The design of a study was compromised by unintentional random allocation of pupils to conditions. The mistake was picked up, and the study re-analysed	yes	recurring	participant allocation error	subject allocation mistake
R_p3M2Ir2HhdW3gTD	not informative enough variable name	1	not informative enough variable name	yes	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_pDGuvxLRGbALOtH	technical errors that were not detected in time due to inexperience of researchers	1	technical errors that were not detected in time due to inexperience of researchers	yes	recurring	technical/infrastructural problem	technical failure
R_pDGuvxLRGbALOtH	mistakes in the data analysis	1	mistakes in the data analysis	yes	serious	wrong data processing/analysis	wrong analysis
R_pN6MH6N2QB5EWkN	Uninformative varaible names Programming error in script so that not all datapoints were stored.	1	Uninformative varaible names Programming error in script so that not all datapoints were stored.	yes	recurring	ambiguous naming/defining of data	unclear variable names
R_pN6MH6N2QB5EWkN	Randomization of conditions was not done properly	1	Randomization of conditions was not done properly	yes	serious	participant allocation error	error in randomization of the conditions
R_PULxBT05Q47IOmR	Forgetting to save output into my data analyses logbook, although I print hard copies for a folder.	1	Forgetting to save output into my data analyses logbook, although I print hard copies for a folder.	yes	recurring	loss of materials/documentation/data	data archiving mistake
R_Q6a2dBgrDtQZrcl	Downloading data from Qualtrics that gets rearranged and difficult to read in the SPSS file. We need to check it manually because mistakes are often made that have impacted analysis.	1	Downloading data from Qualtrics that gets rearranged and difficult to read in the SPSS file. We need to check it manually because mistakes are often made that have impacted analysis.	yes	recurring	data transfer error	importing data from survey platform
R_Q6a2dBgrDtQZrcl	We were test-retesting a measure, and found no effect whatsoever, so we gave up on it. A year later the PhD candidate realized it was because she forgot to reverse code half the retest and the data came out beautiful.	1	We were test-retesting a measure, and found no effect whatsoever, so we gave up on it. A year later the PhD candidate realized it was because she forgot to reverse code half the retest and the data came out beautiful.	yes	serious	data coding error	mistake in coding variables
R_QaFTHFdsxfpvsFb	Most mistakes I can think of had to do with data analysis or reporting of results. For example, during the data analysis, I might have used a filter and then forgotten to remove it. Or another researcher might have made mistakes in their R code, specifying a wrong subset or a wrong variable. With regards to reporting, I think it happens quite often that people copy-paste text to save time and then forget to change some values. Or that they make rounding and other errors when re-typing values.	1	Most mistakes I can think of had to do with data analysis or reporting of results. For example, during the data analysis, I might have used a filter and then forgotten to remove it.	no	recurring	wrong data processing/analysis	mistake in data analysis
R_QaFTHFdsxfpvsFb	I already gave an example of problems with data analysis. So, I'll describe another big problem I personally had during data collection. Last year I planned a diary study, which included two follow-ups one week and two weeks after the end of the diary. I used the services of a company that allows you to send surveys to participants' mobile phones and to schedule the surveys so that they are sent automatically. The last part of my data collection happened in August. There was an error in their system and my last follow-ups were not sent. I noticed relatively fast but it took them days to figure out what was wrong and still the problem was not resolved. This was a source of big frustration and also caused money and data loss.	1	I already gave an example of problems with data analysis. So, I'll describe another big problem I personally had during data collection. Last year I planned a diary study, which included two follow-ups one week and two weeks after the end of the diary. I used the services of a company that allows you to send surveys to participants' mobile phones and to schedule the surveys so that they are sent automatically. The last part of my data collection happened in August. There was an error in their system and my last follow-ups were not sent. I noticed relatively fast but it took them days to figure out what was wrong and still the problem was not resolved. This was a source of big frustration and also caused money and data loss.	yes	serious	technical/infrastructural problem	technical failure
R_QaFTHFdsxfpvsFb	Most mistakes I can think of had to do with data analysis or reporting of results. For example, during the data analysis, I might have used a filter and then forgotten to remove it. Or another researcher might have made mistakes in their R code, specifying a wrong subset or a wrong variable. With regards to reporting, I think it happens quite often that people copy-paste text to save time and then forget to change some values. Or that they make rounding and other errors when re-typing values.	2	Another researcher might have made mistakes in their R code, specifying a wrong subset or a wrong variable.	no	recurring	wrong data processing/analysis	mistake in data analysis
R_QaFTHFdsxfpvsFb	Most mistakes I can think of had to do with data analysis or reporting of results. For example, during the data analysis, I might have used a filter and then forgotten to remove it. Or another researcher might have made mistakes in their R code, specifying a wrong subset or a wrong variable. With regards to reporting, I think it happens quite often that people copy-paste text to save time and then forget to change some values. Or that they make rounding and other errors when re-typing values.	3	With regards to reporting, I think it happens quite often that people copy-paste text to save time and then forget to change some values. Or that they make rounding and other errors when re-typing values.	no	recurring	data transfer error	copy paste error
R_qITgjpy8nUlimv7	In a very complex, multi-year, multi-setting project, with large data sets kept in different locations, it became cumbersome and confusing to comprehend and access the relevant data for particular analyses.	1	In a very complex, multi-year, multi-setting project, with large data sets kept in different locations, it became cumbersome and confusing to comprehend and access the relevant data for particular analyses.	yes	recurring	version control error	using the wrong version of data
R_qITgjpy8nUlimv7	The use of the wrong variables in an analysis.	1	The use of the wrong variables in an analysis.	yes	serious	wrong data processing/analysis	wrong variables in analysis
R_qJFDhrxLT2tTZ5v	technical drawback inproper data collection	1	technical drawback inproper data collection	yes	serious	technical/infrastructural problem	technical failure
R_qJHLDJdVTdBowI9	Wrong entry in the dataset or incomplete/incorrect selection of the dataset	1	Wrong entry in the dataset	no	recurring	data input error	data entry error
R_qJHLDJdVTdBowI9	Nothing really serious. Statistical analyses had to be re run three times after discovering that some entries were not correct	1	Nothing really serious. Statistical analyses had to be re run three times after discovering that some entries were not correct	yes	serious	data input error	data entry error
R_qJHLDJdVTdBowI9	Wrong entry in the dataset or incomplete/incorrect selection of the dataset	2	incomplete/incorrect selection of the dataset	no	recurring	data selection/merging error	incomplete selection of data
R_R4b2NHauEWrdgcN	results initially misinterpreted due to lack of clarity in how the scale was coded	1	results initially misinterpreted due to lack of clarity in how the scale was coded	yes	recurring	data coding error	mistake in coding scales
R_RDng1vjQz0Eut2x	Miscoding a variable with a wrong value that is not detected in quality control processes we set up like double entry. But then is found later when examining for outliers or trying to explain analytical results.	1	Miscoding a variable with a wrong value that is not detected in quality control processes we set up like double entry. But then is found later when examining for outliers or trying to explain analytical results.	yes	recurring	data coding error	mistake in coding a variable
R_RDng1vjQz0Eut2x	Wrong values entered for outcomes of a patricularvassrssment	1	Wrong values entered for outcomes of a patricularvassrssment	yes	serious	data input error	data entry error
R_RgJqa1XTk8Aexax	a missing item in a scale	1	a missing item in a scale	yes	recurring	oversight in study design or measurement	missing item in a scale
R_RgJqa1XTk8Aexax	forgot to include a scale in the questionnaire	1	forgot to include a scale in the questionnaire	yes	serious	oversight in study design or measurement	missing scale in questionnaire
R_RLJj4PkFNDEdYit	Wrong coding of missing data	1	Wrong coding of missing data	yes	recurring	data coding error	value coding error
R_roMs84O8u4uODHb	Uninformative variable names	1	Uninformative variable names	yes	recurring	ambiguous naming/defining of data	uninformative variable names
R_roMs84O8u4uODHb	"Fault in experimental software that caused absent responses to be conflated with responses where a participant selected ""not applicable"""	1	"Fault in experimental software that caused absent responses to be conflated with responses where a participant selected ""not applicable"""	yes	serious	wrong software or hardware settings	wrong software settings
R_RwbZAYqdAdCWJpL	Wrong labeling of variables from Qualtrics, wrong coding of item scales.	1	Wrong labeling of variables from Qualtrics.	no	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_RwbZAYqdAdCWJpL	Wrong labeling of variables from Qualtrics, wrong coding of item scales.	2	Qualtrics, wrong coding of item scales.	no	recurring	data coding error	value coding error
R_RxBYZwBUfiAACBP	Duplicated a formula from one to another calculation file to keep reporting format constant with an error in the formula!	1	Duplicated a formula from one to another calculation file to keep reporting format constant with an error in the formula!	yes	recurring	wrong data processing/analysis	formula error
R_sbMzGYvocQNch7X	Filtering of data. For example, in reaction time experiments when you have to remove outliers.	1	Filtering of data. For example, in reaction time experiments when you have to remove outliers.	yes	recurring	data selection/merging error	data filtering mistake
R_SH3w71pRCZDwotH	Probably has to do with making long data forms from wide data forms. If not done properly, something is easily excluded or duplicated by mistake. But I think we also do these types of things very carefully now.	1	Probably has to do with making long data forms from wide data forms. If not done properly, something is easily excluded or duplicated by mistake. But I think we also do these types of things very carefully now.	yes	recurring	wrong data processing/analysis	mistake in rearranging data
R_SHwFOwZ6VkkfpPr	This was before my time, on a project I was not involved in, but I heard that one time the experimental group was coded as 0 and the comparison coded as 1. These designations are of course arbitrary but the conventionally they are coded the other way around. This led to the exact opposite conclusions.	1	This was before my time, on a project I was not involved in, but I heard that one time the experimental group was coded as 0 and the comparison coded as 1. These designations are of course arbitrary but the conventionally they are coded the other way around. This led to the exact opposite conclusions.	yes	serious	data coding error	mistake in coding experimental groups
R_SJNhx4IBeQ1eZu9	When columns of data were cut and pasted into the primary data set, the columns of data were partially transposes.	1	When columns of data were cut and pasted into the primary data set, the columns of data were partially transposes.	yes	recurring	data transfer error	copy paste error
R_sKV54jfDQ68Jx05	Conflated correlation	1	Conflated correlation	yes	recurring	wrong data processing/analysis	conflated correlation
R_sKV54jfDQ68Jx05	Conflated correlation	1	Conflated correlation	yes	serious	wrong data processing/analysis	conflated correlation
R_T1kUZzmLbVaqMQp	Recoding negative items	1	Recoding negative items	yes	recurring	data coding error	mistake in coding variables
R_T1kUZzmLbVaqMQp	The one described before	1	The one described before	yes	serious	data coding error	mistake in coding variables
R_T1L5jxO15Adwh0d	Realizing that an imputation had produced unexpected results that required a re-examination of how the data were specified in advance.	1	Realizing that an imputation had produced unexpected results that required a re-examination of how the data were specified in advance.	yes	recurring	data selection/merging error	data specification mistake
R_T1L5jxO15Adwh0d	This was more of a hiccup than a mistake, but by specifying the data incorrectly prior to a giant imputation that was going to take days, we realized when the parameters of certain variables were surprising that something odd must've happened. It required an additional week of work and delayed us and was frustrating and made us question our trust in the person who made the mistake.	1	This was more of a hiccup than a mistake, but by specifying the data incorrectly prior to a giant imputation that was going to take days, we realized when the parameters of certain variables were surprising that something odd must've happened. It required an additional week of work and delayed us and was frustrating and made us question our trust in the person who made the mistake.	yes	serious	data selection/merging error	data specification mistake
R_T4VDquP5brp47AZ	Data coding variables were mixed up, and to be sure of no mistakes, we had to have RAs recode all of the data.	1	Data coding variables were mixed up, and to be sure of no mistakes, we had to have RAs recode all of the data.	yes	recurring	data coding error	mistake in recoding variables
R_T4VDquP5brp47AZ	My fellow grad-student forget to collect gender data and had to throw out an entire term's worth of data.	1	My fellow grad-student forget to collect gender data and had to throw out an entire term's worth of data.	yes	serious	oversight in study design or measurement	not collecting gender data
R_T5iKcDfWBpqUOaJ	Running analyses on a wrong version of the data set	1	Running analyses on a wrong version of the data set	yes	recurring	version control error	using the wrong version of data
R_T5iKcDfWBpqUOaJ	Lost the master file necessary for data alignment.	1	Lost the master file necessary for data alignment.	yes	serious	loss of materials/documentation/data	losing files
R_T6OrGQxMHJekFCF	the software overwrote the same variable so only the last value was recorded.	1	the software overwrote the same variable so only the last value was recorded.	yes	recurring	programming error	program coding error
R_T6OrGQxMHJekFCF	The software provided incorrect feedback to subjects in the experiment.	1	The software provided incorrect feedback to subjects in the experiment.	yes	serious	wrong software or hardware settings	wrong software settings
R_Tn1zCiJl48M49bP	poor labeling of variables	1	poor labeling of variables	yes	recurring	ambiguous naming/defining of data	poor labeling of variables
R_Tn1zCiJl48M49bP	"we once assigned subjects to 8 treatments and had two groups twice as large as the other six. Although that made it easier to implement the experiment, we ""forgot"" that it would complicate (a bit) the analysis because we inadvertantly creeated correlated treatments"	1	"we once assigned subjects to 8 treatments and had two groups twice as large as the other six. Although that made it easier to implement the experiment, we ""forgot"" that it would complicate (a bit) the analysis because we inadvertantly creeated correlated treatments"	yes	serious	participant allocation error	subject allocation mistake
R_u3udJvSlp9H0lYR	The most common data-related mistake is that we realize after beginning to collect data that a question/item was worded incorrectly, missing, or that there was some error in the electronic survey/questionnaire materials (e.g., wrong piping of text, wrong rules presenting new items based on previous responses etc).	1	The most common data-related mistake is that we realize after beginning to collect data that a question/item was worded incorrectly, missing, or that there was some error in the electronic survey/questionnaire materials (e.g., wrong piping of text, wrong rules presenting new items based on previous responses etc).	yes	recurring	oversight in study design or measurement	incorrect wording of a question/item
R_u3udJvSlp9H0lYR	Th most serious data-related mistake was missing items from a measure that should have been included in data collection. However, this was a secondary measure and not primary outcome.	1	Th most serious data-related mistake was missing items from a measure that should have been included in data collection. However, this was a secondary measure and not primary outcome.	yes	serious	data selection/merging error	wrong data selection
R_u7y4awKmx0P9uMx	When we moved data between spreadsheet we only partially selected the data which led to data loss.	1	When we moved data between spreadsheet we only partially selected the data which led to data loss.	yes	recurring	data transfer error	copy paste error
R_Ub6KK5sJLnRBQBj	We only realized after publication that we had been working on the wrong version of a dataset, This was reported and new results published, Systematic revision of the databases before writing definitive paper some mistakes in occasions	1	We only realized after publication that we had been working on the wrong version of a dataset, This was reported and new results published, Systematic revision of the databases before writing definitive paper some mistakes in occasions	yes	recurring	version control error	using the wrong version of data
R_Ub6KK5sJLnRBQBj	After publication we realize the denominator in our risk measurements included a large sample of individuals who did not belong to the study sample. Fortunately the inclusion oh those extra individuals was not related to the exposure outcome	1	After publication we realize the denominator in our risk measurements included a large sample of individuals who did not belong to the study sample. Fortunately the inclusion oh those extra individuals was not related to the exposure outcome	yes	serious	data selection/merging error	including people who do not belong to the sample
R_Ugcj0Hs9IX1A3WV	Not labeling variables or response values in data file	1	Not labeling variables or response values in data file	yes	recurring	ambiguous naming/defining of data	Not labeling variables or response values in data file
R_Ugcj0Hs9IX1A3WV	Failed to appropriately document analysis syntax	1	Failed to appropriately document analysis syntax	yes	serious	bad or poor documentation	lack or poor documentation
R_UmqU7Ly1qrMBjHP	We will have a dataset that has been built over many years, and old versions of the data are kept as a backup.  There have been times when we have worked with these older datasets by mistake.	1	We will have a dataset that has been built over many years, and old versions of the data are kept as a backup.  There have been times when we have worked with these older datasets by mistake.	yes	recurring	version control error	using the wrong version of data
R_UmqU7Ly1qrMBjHP	I read the wrong series into a computer code and there was a graph in a draft of a paper that was wrong for a month or two.	1	I read the wrong series into a computer code and there was a graph in a draft of a paper that was wrong for a month or two.	yes	serious	data selection/merging error	wrong data selection
R_usJmD25Zml44ef7	Use of wrong data set	1	Use of wrong data set	yes	recurring	version control error	using wrong dataset
R_UW9udpehJoHvjeV	overwriting data leading to data loss in a pre- posttest	1	overwriting data leading to data loss in a pre- posttest	yes	serious	version control error	overwriting data
R_uyQjDVLfMF1DjEJ	outliers being crept in without meticulous care to spot them. In this case, I had spotted them and could make the correction, but it was a potential source of error had someone not noticed.	1	outliers being crept in without meticulous care to spot them. In this case, I had spotted them and could make the correction, but it was a potential source of error had someone not noticed.	yes	recurring	wrong data processing/analysis	not spotting outliers
R_uyQjDVLfMF1DjEJ	Losing data just like yourself and not being able to generate them again	1	Losing data just like yourself and not being able to generate them again	yes	serious	loss of materials/documentation/data	data loss
R_uyxOp5bl3Heyi5P	Lack of following protocols in file naming	1	Lack of following protocols in file naming	yes	recurring	deviation from the protocol	Lack of following protocols in file naming
R_uyxOp5bl3Heyi5P	Forgetting to switch on video camera when recording study	1	Forgetting to switch on video camera when recording study	yes	serious	data input error	Forgetting to switch on video camera when recording study
R_vCDw2trrlQggWnD	(1) Similar data collections, but variables assigned different names (2) Students doing data manipulations (e.g., forming scales from several items) in a spreadsheet, rather than in reproducible, documented code.	1	(1) Similar data collections, but variables assigned different names.	no	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_vCDw2trrlQggWnD	Different variable names in study 1 versus the similar study 2 for the same questionnaire items.	1	Different variable names in study 1 versus the similar study 2 for the same questionnaire items.	yes	serious	ambiguous naming/defining of data	ambiguous variable naming
R_vCDw2trrlQggWnD	(1) Similar data collections, but variables assigned different names (2) Students doing data manipulations (e.g., forming scales from several items) in a spreadsheet, rather than in reproducible, documented code.	2	(2) Students doing data manipulations (e.g., forming scales from several items) in a spreadsheet, rather than in reproducible, documented code.	no	recurring	wrong data processing/analysis	data processing error
R_vGhe9SFx67Tm8md	My PhD student siad she performed X test that she cannot do, I figured out that she has performed another easier stat test that she could do. The results and p values or F values did not change, and luckily the paper she wrote was rejected at the first journal that I could go over the stats and found out the mistake. I was not sure if she did it because it was easies, or mistakingly. Now I go over everything she does with a double or triple check, and am rather unreluctant to write with her.	1	My PhD student siad she performed X test that she cannot do, I figured out that she has performed another easier stat test that she could do. The results and p values or F values did not change, and luckily the paper she wrote was rejected at the first journal that I could go over the stats and found out the mistake. I was not sure if she did it because it was easies, or mistakingly. Now I go over everything she does with a double or triple check, and am rather unreluctant to write with her.	yes	recurring	wrong data processing/analysis	statistical mistake
R_vktbxXQAdWGQUmJ	'-Copy and paste error in excel -selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc) -Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	1	-Copy and paste error in excel	no	recurring	data transfer error	copy paste error
R_vktbxXQAdWGQUmJ	'-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	1	'-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	yes	serious	data selection/merging error	selecting wrong variables in analysis
R_vktbxXQAdWGQUmJ	'-Copy and paste error in excel -selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc) -Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	2	-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	no	recurring	data selection/merging error	selecting wrong variables in analysis
R_vktbxXQAdWGQUmJ	'-Copy and paste error in excel -selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc) -Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	3	-Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	no	recurring	programming error	program coding error
R_vOfSDKH9m5bsxQl	Datasets are not always saved in one place, and - especially a few years - most often on people's own computers. This means that various versions of the 'same' set may be in existence, or datasets get lost (e.g. when a researcher leaves to another institute).	1	Datasets are not always saved in one place, and - especially a few years - most often on people's own computers. This means that various versions of the 'same' set may be in existence, or datasets get lost (e.g. when a researcher leaves to another institute).	yes	recurring	version control error	using wrong dataset
R_vOfSDKH9m5bsxQl	Probably the failure to record part of the responses of some participants	1	Probably the failure to record part of the responses of some participants	yes	serious	data input error	failure to record part of the responses
R_vTAtDgS8N64qWDn	Confusing values with formulas in excel leading to wrong numbers when pasted in a different spreadshet	1	Confusing values with formulas in excel leading to wrong numbers when pasted in a different spreadshet	yes	recurring	programming error	program coding error
R_vTAtDgS8N64qWDn	Some columns of data got mixed when moving data from one software to another	1	Some columns of data got mixed when moving data from one software to another	yes	serious	data transfer error	transfering data
R_W2NaMKUGZou4QDv	nothing really systematic and only minor, e.g., missing outlier removal or keeping track of concerned conditions, SD vs SE in figure vs. caption, formula error in excel,	1	nothing really systematic and only minor, e.g., missing outlier removal	no	recurring	wrong data processing/analysis	missing outlier removal
