response_id	cause	cause_no	cause_sep	maximum_response_one_cause	type	group_cause	code_cause
R_T5iKcDfWBpqUOaJ	"Too many data file versions, some stored on separate devices; several datasets open at the same time (forgot to switch); misremembering of the ""target"" file name."	3	"misremembering of the ""target"" file name."	no	recurring	physical and mental constraints	misremembering
R_Tn1zCiJl48M49bP	laziness and short-sightedness...saving time now and causing problems later	1	laziness	no	recurring	carelessness	laziness
R_Tn1zCiJl48M49bP	laziness and short-sightedness...saving time now and causing problems later	2	short-sightedness...saving time now and causing problems later	no	recurring	bad or lack of planning	short-sightedness
R_u3udJvSlp9H0lYR	Lack of identification of the error prior to data collection.	1	Lack of identification of the error prior to data collection.	yes	recurring	inattention	lack of vigilance
R_u7y4awKmx0P9uMx	Haste, I guess?	1	Haste, I guess?	yes	recurring	time management issue	being in a hurry
R_u7y4awKmx0P9uMx	Battery problems.	1	Battery problems.	yes	serious	technical issue	technical failure
R_Ub6KK5sJLnRBQBj	The data-manager was not carefull	1	The data-manager was not carefull	yes	serious	carelessness	carelessness
R_Ugcj0Hs9IX1A3WV	Laziness	1	Laziness	yes	recurring	carelessness	laziness
R_Ugcj0Hs9IX1A3WV	Laziness	1	Laziness	yes	serious	carelessness	laziness
R_usJmD25Zml44ef7	Many versions of the same data set, with slight modifications, may be retained on a computer's hard drive.	1	Many versions of the same data set, with slight modifications, may be retained on a computer's hard drive.	yes	recurring	bad or lack of standards	error in version control
R_UW9udpehJoHvjeV	little programming experience	1	little programming experience	yes	serious	lack of knowledge/experience	inexperience
R_uwilEnZKlzMWNLH	Data management.	1	Data management.	yes	recurring	bad or lack of standards	data management
R_uyQjDVLfMF1DjEJ	relocation of practice and archives not being found	1	relocation of practice and archives not being found	yes	serious	carelessness	not following the standard procedure
R_uyxOp5bl3Heyi5P	Researcher not fully reading instructions for data management	1	Researcher not fully reading instructions for data management	yes	recurring	carelessness	not following protocol
R_vCDw2trrlQggWnD	Probably the underlying cause is our failure to train students in these issues.	1	Probably the underlying cause is our failure to train students in these issues.	yes	recurring	lack of knowledge/experience	inexperience
R_vCDw2trrlQggWnD	Inadequate training of graduate students.	1	Inadequate training of graduate students.	yes	serious	bad skill management	inadequate training
R_vGhe9SFx67Tm8md	She probably performed easier statitistics and did not bother to learn a new way of doing stats.	1	She probably performed easier statitistics and did not bother to learn a new way of doing stats.	yes	recurring	carelessness	carelessness
R_vGhe9SFx67Tm8md	Being too lazy to learn new way of statistics	1	Being too lazy to learn new way of statistics	yes	serious	carelessness	laziness
R_vktbxXQAdWGQUmJ	Careless in 99% of the case, human error	1	Careless in 99% of the case, human error	yes	recurring	carelessness	carelessness
R_vktbxXQAdWGQUmJ	Careless, did not check the data carefully enough.	1	Careless, did not check the data carefully enough.	yes	serious	carelessness	carelessness
R_vOfSDKH9m5bsxQl	An insufficiently formalized data management protocol; the IT-services do not facilitate easy and safe access to data	1	An insufficiently formalized data management protocol	no	recurring	bad or lack of standards	error in protocol
R_vTAtDgS8N64qWDn	Big datasets and need to use different analyses softwares	1	Big datasets and need to use different analyses softwares	yes	recurring	too high complexity	too complex task
R_W2NaMKUGZou4QDv	inattention, student not double-checking or not anticipating reuse	1	inattention,	no	recurring	inattention	inattention
R_W2NaMKUGZou4QDv	inattention, student not double-checking or not anticipating reuse	3	not anticipating reuse	no	recurring	bad or lack of planning	error in planning
R_WDKxkIWKqWPUbqV	sloppiness	1	sloppiness	yes	recurring	carelessness	sloppiness
R_WDKxkIWKqWPUbqV	slopiness	1	slopiness	yes	serious	carelessness	sloppiness
R_wQKtnSahMtTdwZP	Lack of information, or precise information	1	Lack of information, or precise information	yes	recurring	lack of knowledge/experience	lack of information
R_wQKtnSahMtTdwZP	Lack of attention	1	Lack of attention	yes	serious	inattention	inattention
R_x8Z2fY3NuG06l69	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	1	I’m not sure—more training needed for data collectors?	no	recurring	lack of knowledge/experience	lack of experience
R_x8Z2fY3NuG06l69	Forgetfulness	1	Forgetfulness	yes	serious	physical and mental constraints	forgetfulness
R_x8Z2fY3NuG06l69	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	2	More incentive to data collectors for getting completed data?	no	recurring	carelessness	lack of incentives
R_x8Z2fY3NuG06l69	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	3	Paid data collectors rather than program staff?	no	recurring	lack of knowledge/experience	inexperience
R_xaBv50AriU5pPt7	Slight changes in the way questions were asked that were not noticed until relatively late in the cleaning/analysis process.	1	Slight changes in the way questions were asked that were not noticed until relatively late in the cleaning/analysis process.	yes	recurring	bad or lack of standards	inconsistent measurement
R_XiYRBKDZ1f0f0wV	RA wasn't carefully attending to the document containing the item bank when creating the new survey. PI didn't double check the survey carefully enough.	1	RA wasn't carefully attending to the document containing the item bank when creating the new survey.	no	serious	carelessness	not being careful
R_Xp37cWl6slWgFWN	carelessness of the RAs	1	carelessness of the RAs	yes	serious	carelessness	carelessness
R_Xp37cWl6slWgFWN	human errors, carelessness	2	carelessness	no	recurring	carelessness	carelessness
R_XQWU5837JcirPJD	confusion over e-mails	1	confusion over e-mails	yes	recurring	miscommunication	miscommunication
R_Y6sggRDaiYKcxP3	Inconsistent file naming in importing and exporting files.	1	Inconsistent file naming in importing and exporting files.	yes	serious	bad or lack of standards	inconsistent file naming
R_yD8d1A59bQGBOut	We did not keep a version controlled master of the data set.	1	We did not keep a version controlled master of the data set.	yes	recurring	bad or lack of standards	error in version control
R_yDdfJsIfeCY3yRr	User error (me) in excel.  I often forget to check that a formula pastes all the way down (since it stops if there's a blank line rather than going to the end of all data).	1	User error (me) in excel.  I often forget to check that a formula pastes all the way down (since it stops if there's a blank line rather than going to the end of all data).	yes	recurring	physical and mental constraints	forgetfulness
R_YRpTUYsPnCHJ2U1	No protocol of data manipulations was followed. No written notes.	1	No protocol of data manipulations was followed. No written notes.	yes	recurring	carelessness	not following protocol
R_ysSpq9fCGv43WI9	disorganization	1	disorganization	yes	recurring	project management issue	disorganization
R_ysSpq9fCGv43WI9	disorganization	1	disorganization	yes	serious	project management issue	disorganization
R_ZdxANIAeQf93MkN	lake of experience	1	lake of experience	yes	recurring	lack of knowledge/experience	inexperience
R_ZdxANIAeQf93MkN	inexperience, lack of effort	1	inexperience,	no	serious	lack of knowledge/experience	inexperience
R_ZdxANIAeQf93MkN	inexperience, lack of effort	2	lack of effort	no	serious	carelessness	lack of effort
R_ZJlgxWYq9ryKVJ7	Laziness, distraction	1	Laziness,	no	recurring	carelessness	laziness
R_ZJlgxWYq9ryKVJ7	Laziness, distraction	2	distraction	no	recurring	physical and mental constraints	distraction
R_zTomGWKEQc3Ne8h	Multiple. Inability to properly identify individuals, poorly labeled variables, spreadsheet copy and paste errors	3	spreadsheet copy and paste errors	no	recurring	inattention	copy paste error
