response_id	cause_type	cause	cause_no	cause_sep	code	n	group
R_73C5WonwTfcN8Wt	serious	unclear variable names, human error in recoding and collating data	2	human error in recoding and collating data	human error	54	"NA"
R_77kUEfBZkO5ZyOl	recurring	User error. We check, double check, and triple check our programs, but errors sometimes sneak through.	1	User error. We check, double check, and triple check our programs, but errors sometimes sneak through.	user error	4	"NA"
R_77kUEfBZkO5ZyOl	serious	Programming error.	1	Programming error.	programming error	16	"NA"
R_7PVRV8S0OqzQTnz	recurring	It was due to the incapacity of organization and coordination in the field work.	1	It was due to the incapacity of organization and coordination in the field work.	lack of coordination	3	project management issue
R_7PVRV8S0OqzQTnz	serious	NA	1	missing	missing	183	missing
R_8pOKqiOkWWJ7MMF	recurring	Computer malfunction in one case and not sure what happened in the other as several old 'floppy disks' seemed to disappear..	1	Computer malfunction in one case	technical malfunction	1	technical issue
R_8pOKqiOkWWJ7MMF	serious	NA	1	missing	missing	183	missing
R_8pOKqiOkWWJ7MMF	recurring	Computer malfunction in one case and not sure what happened in the other as several old 'floppy disks' seemed to disappear..	2	not sure what happened in the other as several old 'floppy disks' seemed to disappear..	insufficient information	59	insufficient information
R_9QE69SV6ZqszWjT	recurring	Human error -- rushing, stress, distraction.	1	Human error -- rushing	rushing	3	time management issue
R_9QE69SV6ZqszWjT	recurring	Human error -- rushing, stress, distraction.	2	Human error -- stress	stress	2	physical and mental constraints
R_9QE69SV6ZqszWjT	recurring	Human error -- rushing, stress, distraction.	3	Human error -- distraction.	distraction	4	physical and mental constraints
R_9QE69SV6ZqszWjT	serious	not sure	1	not sure	unknown	10	"NA"
R_a9Gz8zHhb9u2pW1	recurring	lack of training/knowledge in how to work within one system - so having to switch between Excel and SPSS to complete data wrangling tasks (when all could be done in R if we had known how)	1	lack of training/knowledge in how to work within one system - so having to switch between Excel and SPSS to complete data wrangling tasks (when all could be done in R if we had known how)	inexperience	68	lack of knowledge/experience
R_a9Gz8zHhb9u2pW1	serious	lack of knowledge and training with i) how to automate analyses such that a pipeline exists to get from raw to summary data ii) lack of pre-registration; too much flexibility allowing so many variations of summary data - at the time, did not know that this was problematic in any way	1	lack of knowledge and training with i) how to automate analyses such that a pipeline exists to get from raw to summary data	inexperience	68	lack of knowledge/experience
R_a9Gz8zHhb9u2pW1	serious	lack of knowledge and training with i) how to automate analyses such that a pipeline exists to get from raw to summary data ii) lack of pre-registration; too much flexibility allowing so many variations of summary data - at the time, did not know that this was problematic in any way	2	ii) lack of pre-registration; too much flexibility allowing so many variations of summary data - at the time, did not know that this was problematic in any way	lack of preregistration	1	"NA"
R_AEvIrQSSmJP5wFb	recurring	not enough punctuality	1	not enough punctuality	carelessness	41	carelessness
R_AEvIrQSSmJP5wFb	serious	no systematic back-up, this has now been adjusted (systematic back-ups are made, and no data management on PC any more, only on central servers)	1	no systematic back-up, this has now been adjusted (systematic back-ups are made, and no data management on PC any more, only on central servers)	lack of standard procedure	6	bad or lack of standards
R_AFdMpLX9YukUDqV	recurring	Too busy and not enough oversight	1	Too busy	too busy	1	time management issue
R_AFdMpLX9YukUDqV	recurring	Too busy and not enough oversight	2	not enough oversight	insufficient oversight	6	project management issue
R_AFdMpLX9YukUDqV	serious	Too busy and not enough oversight	1	Too busy and	too big workload	2	time management issue
R_AFdMpLX9YukUDqV	serious	Too busy and not enough oversight	2	not enough oversight	insufficient oversight	6	project management issue
R_AGrmutGJFICE93z	recurring	Programming error	1	Programming error	programming error	16	"NA"
R_AGrmutGJFICE93z	serious	Programming error. Not checking the code sufficiently well.	1	Programming error.	programming error	16	"NA"
R_AGrmutGJFICE93z	serious	Programming error. Not checking the code sufficiently well.	2	Not checking the code sufficiently well.	insufficient checking	7	"NA"
R_Ajw5jmJ8M7DobyF	recurring	Inaccurate labeling of updated questionnaire file.	1	Inaccurate labeling of updated questionnaire file.	error in file labelling	1	"NA"
R_Ajw5jmJ8M7DobyF	serious	Wording problems not identified in development stage.  The implications of wording not realized until analysis stage.	1	Wording problems not identified in development stage.  The implications of wording not realized until analysis stage.	wording problems	1	"NA"
R_AmI4PaDaAItn0MF	recurring	the raw variable has a different format for each year in which it was collected. Failure to account for these different formats leads to the incorrect coding of the analytic variable for some years.	1	the raw variable has a different format for each year in which it was collected. Failure to account for these different formats leads to the incorrect coding of the analytic variable for some years.	lack of using standard procedure	1	bad or lack of standards
R_AmI4PaDaAItn0MF	serious	"Incomplete data documentation on a dataset with which I was not familiar, and lack of a ""second pair of eyes"" on my data cleaning procedure."	1	Incomplete data documentation on a dataset with which I was not familiar, and	insufficient documentation	18	"NA"
R_AmI4PaDaAItn0MF	serious	"Incomplete data documentation on a dataset with which I was not familiar, and lack of a ""second pair of eyes"" on my data cleaning procedure."	2	"lack of a ""second pair of eyes"" on my data cleaning procedure."	lack of checking by another person	1	"NA"
R_Asx9afieZL39PhL	recurring	PhD researcher with less experience of data management - to a certain extent it could simply be viewed as part of the learning process.	1	PhD researcher with less experience of data management - to a certain extent it could simply be viewed as part of the learning process.	inexperience	68	lack of knowledge/experience
R_Asx9afieZL39PhL	serious	n/a	1	n/a	irrelevant content	38	irrelevant content
R_b7t6V0jFlrRqXzr	recurring	NA	1	missing	missing	183	missing
R_b7t6V0jFlrRqXzr	serious	NA	1	missing	missing	183	missing
R_bCncU5uFNDBQAdr	recurring	The cause is an error when setting the range of response in the script of the questionnaires in Matlab or E-prime.	1	The cause is an error when setting the range of response in the script of the questionnaires in Matlab or E-prime.	error in experiment program code	1	"NA"
R_bCncU5uFNDBQAdr	serious	The cause was that the master student who was running the experiment did not record correctly the information. However, I also think that the main cause was the lack of good supervision from the PhD student who was in charge of the study. We realized about the error before doing the statistical analyses.	1	The cause was that the master student who was running the experiment did not record correctly the information.	incorrect recording	1	"NA"
R_bCncU5uFNDBQAdr	serious	The cause was that the master student who was running the experiment did not record correctly the information. However, I also think that the main cause was the lack of good supervision from the PhD student who was in charge of the study. We realized about the error before doing the statistical analyses.	2	However, I also think that the main cause was the lack of good supervision from the PhD student who was in charge of the study. We realized about the error before doing the statistical analyses.	lack of supervision	11	project management issue
R_bCNgup74QHnWVKp	recurring	filters used incorrectly or files with unclear names	1	filters used incorrectly	error in filtering	1	"NA"
R_bCNgup74QHnWVKp	serious	Lack of testing experimental software to check if data is correctly stored,	1	Lack of testing experimental software to check if data is correctly stored,	lack of testing	4	"NA"
R_bCNgup74QHnWVKp	recurring	filters used incorrectly or files with unclear names	2	files with unclear names	unclear naming	1	"NA"
R_beZArZ7io7gtZKh	recurring	Researcher fatigue or unwillingness to double-check the accuracy of formulas.	1	Researcher fatigue	tiredness	7	physical and mental constraints
R_beZArZ7io7gtZKh	serious	N/A	1	N/A	irrelevant content	38	irrelevant content
R_beZArZ7io7gtZKh	recurring	Researcher fatigue or unwillingness to double-check the accuracy of formulas.	2	unwillingness to double-check the accuracy of formulas.	unwillingness to double check	1	carelessness
R_BG2zCrSq72cu5oJ	recurring	Multiple sites were allowed to access the data set without necessarily consulting each other.	1	Multiple sites were allowed to access the data set without necessarily consulting each other.	miscommunication	33	miscommunication
R_BG2zCrSq72cu5oJ	serious	Misinterpretation of the protocol was probably due to insufficient oversight.	1	Misinterpretation of the protocol was probably due to insufficient oversight.	insufficient oversight	6	project management issue
R_Bybv9JqSnv0Hern	recurring	NA	1	missing	missing	183	missing
R_Bybv9JqSnv0Hern	serious	NA	1	missing	missing	183	missing
R_ByOF9nbo28ZJhG9	recurring	carelessness	1	carelessness	carelessness	41	carelessness
R_ByOF9nbo28ZJhG9	serious	n/a	1	n/a	irrelevant content	38	irrelevant content
R_cBI2DIvDQbW5cDD	recurring	NA	1	missing	missing	183	missing
R_cBI2DIvDQbW5cDD	serious	NA	1	missing	missing	183	missing
R_cCsCmJ2M9PGyP8R	recurring	mistake in programming	1	mistake in programming	programming error	16	"NA"
R_cCsCmJ2M9PGyP8R	serious	NA	1	missing	missing	183	missing
R_Cfzi2YLDaPWFnRT	recurring	Human error in programming	1	Human error in programming	human error	54	"NA"
R_Cfzi2YLDaPWFnRT	serious	..	1	..	irrelevant content	38	irrelevant content
R_cI8mWxOvlaSvaSZ	recurring	little time taken to document variables properly	1	little time taken to document variables properly	insufficient time spent on a task	3	time management issue
R_cI8mWxOvlaSvaSZ	serious	NA	1	missing	missing	183	missing
R_cIpsWQTCtqyVUd3	recurring	Student not supervised well enough.	1	Student not supervised well enough.	insufficient supervision	5	project management issue
R_cIpsWQTCtqyVUd3	serious	Student not supervised well.	1	Student not supervised well.	insufficient supervision	5	project management issue
R_cOwnko1L9iV7hWV	recurring	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	1	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	inexperience	68	lack of knowledge/experience
R_cOwnko1L9iV7hWV	serious	Data collected outside the normally demanded standard pipeline e.g.excel instead of an approved web application with bulit in checks.	1	Data collected outside the normally demanded standard pipeline e.g.excel instead of an approved web application with bulit in checks.	not following the standard procedure	2	carelessness
R_cuv0b8aL16OZV5f	recurring	numerous different people organizing the data without a guiding framework	1	numerous different people organizing the data without a guiding framework	lack of standard procedures	7	bad or lack of standards
R_cuv0b8aL16OZV5f	serious	Poorly organized lab head.	1	Poorly organized lab head.	poor organization	2	"NA"
R_cYFPvH5xI8jDLOh	recurring	We were rushed at that time to coordinate our data collection with the university examination schedule	1	We were rushed at that time to coordinate our data collection with the university examination schedule	insufficient time spent on a task	3	time management issue
R_cYFPvH5xI8jDLOh	serious	NA	1	missing	missing	183	missing
R_CZELpbmkR2H9uz7	recurring	Failure to instruct students	1	Failure to instruct students	lack of training	7	bad skill management
R_CZELpbmkR2H9uz7	serious	communication between students and expert	1	communication between students and expert	miscommunication	33	miscommunication
R_d5bHbCJFKEtSdcB	recurring	Poor communication when things get stressed.	1	Poor communication when things get stressed.	miscommunication	33	miscommunication
R_d5bHbCJFKEtSdcB	serious	Spss was lying to me, and I didn’t know enough to make sure to always double check spss. Which is why I now use R.	1	Spss was lying to me, and I didn’t know enough to make sure to always double check spss. Which is why I now use R.	inexperience	68	lack of knowledge/experience
R_d9XxjKNfZKBlcv7	recurring	There was not a systematic process in place to check and validate code.	1	There was not a systematic process in place to check and validate code.	lack of standard testing procedure	1	bad or lack of standards
R_d9XxjKNfZKBlcv7	serious	Failure to run the full data analysis after the first subject.	1	Failure to run the full data analysis after the first subject.	insufficient information	59	insufficient information
R_DBlXUQLPEwonUSB	recurring	Power failure	1	Power failure	power failure	2	technical issue
R_DBlXUQLPEwonUSB	serious	Power failure	1	Power failure	power failure	2	technical issue
R_DCZvMltMaiLK0zD	recurring	human errors	1	human errors	human error	54	"NA"
R_DCZvMltMaiLK0zD	serious	technical failure in combination with PhD not following the backup procedure properly	1	technical failure in combination with	technical failure	14	technical issue
R_DCZvMltMaiLK0zD	serious	technical failure in combination with PhD not following the backup procedure properly	2	PhD not following the backup procedure properly	not following the procedure	1	carelessness
R_DSGTNrt5b3NfEyd	recurring	Human error and limitations of excel	1	Human error and	human error	54	"NA"
R_DSGTNrt5b3NfEyd	serious	Using too many formulas for total scores, classifications and so on.	1	Using too many formulas for total scores, classifications and so on.	using too many formulas	1	"NA"
R_DSGTNrt5b3NfEyd	recurring	Human error and limitations of excel	2	limitations of excel	insufficient information	59	insufficient information
R_DuXE6py2mbqw7qV	recurring	User error or inexperience	1	User error or	user error	4	"NA"
R_DuXE6py2mbqw7qV	serious	Haste	1	Haste	haste	2	time management issue
R_DuXE6py2mbqw7qV	recurring	User error or inexperience	2	inexperience	inexperience	68	lack of knowledge/experience
R_DzXT4qsbkrvDVDP	recurring	NA	1	missing	missing	183	missing
R_DzXT4qsbkrvDVDP	serious	NA	1	missing	missing	183	missing
R_e2QJYA7HDLHM0QV	recurring	Being in hurry. Not being 100% concerntrated while analysing/running studies. Being mentally depleted at the moment of saving the analysis files.	1	Being in hurry.	being in a hurry	4	time management issue
R_e2QJYA7HDLHM0QV	serious	Lack of systematicity in the process of collaborative data collection.	1	Lack of systematicity in the process of collaborative data collection.	lack of a standard procedure	1	bad or lack of standards
R_e2QJYA7HDLHM0QV	recurring	Being in hurry. Not being 100% concerntrated while analysing/running studies. Being mentally depleted at the moment of saving the analysis files.	2	Not being 100% concerntrated while analysing/running studies.	insufficient concentration	1	lack of control
R_e2QJYA7HDLHM0QV	recurring	Being in hurry. Not being 100% concerntrated while analysing/running studies. Being mentally depleted at the moment of saving the analysis files.	3	Being mentally depleted at the moment of saving the analysis files.	tiredness	7	physical and mental constraints
R_e5USP07muEESOKB	recurring	Lack of training.	1	Lack of training.	inexperience	68	lack of knowledge/experience
R_e5USP07muEESOKB	serious	Oversight.	1	Oversight.	oversight	3	carelessness
R_exlSjtrcVMPpPkl	recurring	DOUBLE-CHECK, CONDUCT ON-SITE AND CENTRAL MONITORING, PRE-DETERMINE THE DATA MANAGEMENT PLAN	1	DOUBLE-CHECK, CONDUCT ON-SITE AND CENTRAL MONITORING, PRE-DETERMINE THE DATA MANAGEMENT PLAN	irrelevant content	38	irrelevant content
R_exlSjtrcVMPpPkl	serious	N/A	1	N/A	irrelevant content	38	irrelevant content
R_eYdELbJBuvjhdyF	recurring	Management error	1	Management error	management error	1	project management issue
R_eYdELbJBuvjhdyF	serious	Programmer error and lack of proper checking before project start	1	Programmer error	error in programming code	7	"NA"
R_eYdELbJBuvjhdyF	serious	Programmer error and lack of proper checking before project start	2	lack of proper checking before project start	lack of checking	3	"NA"
R_Oa2svKJHachQHnP	recurring	Carelessness, or traits of the person who input the data	1	Carelessness	carelessness	41	carelessness
R_Oa2svKJHachQHnP	serious	careless  work of a graduate student during selection of participants from  one data to another data.	1	careless  work of a graduate student during selection of participants from  one data to another data.	carelessness	41	carelessness
R_Oa2svKJHachQHnP	recurring	Carelessness, or traits of the person who input the data	2	traits of the person who input the data	traits of the person who input the data	1	"NA"
R_OBy6N3n9kcEUbmx	recurring	Lapse of concentration	1	Lapse of concentration	inattention	31	inattention
R_OBy6N3n9kcEUbmx	serious	NA	1	missing	missing	183	missing
R_OcBfzKXUA2Vg1mV	recurring	Oh, as you see there were several.  Usually human error.	1	Oh, as you see there were several.  Usually human error.	human error	54	"NA"
R_OcBfzKXUA2Vg1mV	serious	NA	1	missing	missing	183	missing
R_OHDG36aZkVyuXAJ	recurring	manual scanning of data forms into databases	1	manual scanning of data forms into databases	manually doing task	1	risking human error
R_OHDG36aZkVyuXAJ	serious	NA	1	missing	missing	183	missing
R_OlZPqe0dnO5809z	recurring	It's not always clear, but mostly I think it is down to exclusion of a participant based on data collections error - a participant having unusable data on one task and needing to be excluded from the who analysis.  But this only becomes evident after the data is viewed.	1	It's not always clear, but mostly I think it is down to exclusion of a participant based on data collections error - a participant having unusable data on one task and needing to be excluded from the who analysis.  But this only becomes evident after the data is viewed.	insufficient information	59	insufficient information
R_OlZPqe0dnO5809z	serious	It was not clear - but possibly the questionnaire with prospective participants did not cover the required eligibility variables.	1	It was not clear - but possibly the questionnaire with prospective participants did not cover the required eligibility variables.	do not know	4	"NA"
R_OvXfiWtDSp3WRdD	recurring	Insufficient testing	1	Insufficient testing	insufficient testing	6	"NA"
R_OvXfiWtDSp3WRdD	serious	Mix up over the translations	1	Mix up over the translations	mix up	2	"NA"
R_p0BJ8JCn92K9IaJ	recurring	My research assistant did not realise that Excel re-calculated the random number used to assign pupils to conditions every time the spreadsheet was updated	1	My research assistant did not realise that Excel re-calculated the random number used to assign pupils to conditions every time the spreadsheet was updated	inexperience	68	lack of knowledge/experience
R_p0BJ8JCn92K9IaJ	serious	NA	1	missing	missing	183	missing
R_p3M2Ir2HhdW3gTD	recurring	I treated studies as separated and did not think that i will like in the future to combine the data	1	I treated studies as separated and did not think that i will like in the future to combine the data	lack of foresight	4	project management issue
R_p3M2Ir2HhdW3gTD	serious	NA	1	missing	missing	183	missing
R_pDGuvxLRGbALOtH	recurring	equipment failure	1	equipment failure	equipment failure	1	technical issue
R_pDGuvxLRGbALOtH	serious	researchers are too time pressured	1	researchers are too time pressured	time pressure	20	time management issue
R_pN6MH6N2QB5EWkN	recurring	Lack of time to double-check scripts properly	1	Lack of time to double-check scripts properly	lack of time	2	time management issue
R_pN6MH6N2QB5EWkN	serious	Lack of time and ressources for properly double-checking script.	1	Lack of time and	lack of time	2	time management issue
R_pN6MH6N2QB5EWkN	serious	Lack of time and ressources for properly double-checking script.	2	ressources for properly double-checking script.	lack of validation	2	"NA"
R_POu1cEcaePOzhkt	recurring	Accident	1	Accident	accident	1	inattention
R_POu1cEcaePOzhkt	serious	NA	1	missing	missing	183	missing
R_pscJ1L4obDNvx3H	recurring	NA	1	missing	missing	183	missing
R_pscJ1L4obDNvx3H	serious	NA	1	missing	missing	183	missing
R_PULxBT05Q47IOmR	recurring	NA	1	missing	missing	183	missing
R_PULxBT05Q47IOmR	serious	NA	1	missing	missing	183	missing
R_Q6a2dBgrDtQZrcl	recurring	Unclear method that Qualtrics uses for arranging databases, and improperly labeled questions	1	Unclear method that Qualtrics uses for arranging databases	insufficient information	59	insufficient information
R_Q6a2dBgrDtQZrcl	serious	Reverse coding error	1	Reverse coding error	insufficient information	59	insufficient information
R_Q6a2dBgrDtQZrcl	recurring	Unclear method that Qualtrics uses for arranging databases, and improperly labeled questions	2	improperly labeled questions	improper labelling	1	"NA"
R_QaFTHFdsxfpvsFb	recurring	I think that such mistakes are expected to happen. So, I like the idea of having some automated way to check for them, e.g., via statcheck. I do think though that there are some factors that contribute to inattentiveness. One is a pressure to work fast and deliver results in a short time frame. I have seen people send reports of results at 2am - I bet they were under stress, tired, and not well-focused when running those analyses (and indeed that is one case where there was a major mistake in the visual representation of data).	1	I think that such mistakes are expected to happen. So, I like the idea of having some automated way to check for them, e.g., via statcheck. I do think though that there are some factors that contribute to inattentiveness. One is a pressure to work fast and deliver results in a short time frame.	time pressure	20	time management issue
R_QaFTHFdsxfpvsFb	serious	To my understanding, there was an error in their system which made it so that all schedules were moved by one day. So, when participants should have received the last daily survey, it appeared as if they were already finished with the study (and  received nothing). Again, though, I think this is a problem that could have been solved if someone paid attention. So, there was the additional issue that it was during summer holidays and there was no one that could respond fast to solve the problem.	1	To my understanding, there was an error in their system which made it so that all schedules were moved by one day. So, when participants should have received the last daily survey, it appeared as if they were already finished with the study (and  received nothing). Again, though, I think this is a problem that could have been solved if someone paid attention. So, there was the additional issue that it was during summer holidays and there was no one that could respond fast to solve the problem.	error in software	1	technical issue
R_QaFTHFdsxfpvsFb	recurring	I think that such mistakes are expected to happen. So, I like the idea of having some automated way to check for them, e.g., via statcheck. I do think though that there are some factors that contribute to inattentiveness. One is a pressure to work fast and deliver results in a short time frame. I have seen people send reports of results at 2am - I bet they were under stress, tired, and not well-focused when running those analyses (and indeed that is one case where there was a major mistake in the visual representation of data).	2	I have seen people send reports of results at 2am - I bet they were under stress,	stress	2	physical and mental constraints
R_QaFTHFdsxfpvsFb	recurring	I think that such mistakes are expected to happen. So, I like the idea of having some automated way to check for them, e.g., via statcheck. I do think though that there are some factors that contribute to inattentiveness. One is a pressure to work fast and deliver results in a short time frame. I have seen people send reports of results at 2am - I bet they were under stress, tired, and not well-focused when running those analyses (and indeed that is one case where there was a major mistake in the visual representation of data).	3	tired, and not well-focused when running those analyses (and indeed that is one case where there was a major mistake in the visual representation of data).	tiredness	7	physical and mental constraints
R_qITgjpy8nUlimv7	recurring	The complexity of the project and data, emergent nature of the project, and our failure as researchers to have an a-priori systematic plan for data management.	1	The complexity of the project management.	too complex task	7	too high complexity
R_qITgjpy8nUlimv7	serious	Complexity of the data set and inexperience of the student working on the analysis.	1	Complexity of the data set	too complex	4	too high complexity
R_qITgjpy8nUlimv7	serious	Complexity of the data set and inexperience of the student working on the analysis.	2	inexperience of the student working on the analysis.	inexperience	68	lack of knowledge/experience
R_qJFDhrxLT2tTZ5v	recurring	inexperience	1	inexperience	inexperience	68	lack of knowledge/experience
R_qJFDhrxLT2tTZ5v	serious	lack of time  inexperience	1	lack of time	time pressure	20	time management issue
R_qJFDhrxLT2tTZ5v	serious	lack of time  inexperience	2	inexperience	inexperience	68	lack of knowledge/experience
R_qJHLDJdVTdBowI9	recurring	Despite reminders and invitations to do so, some people find double-checking a time-wasting and unnecessary practice	1	Despite reminders and invitations to do so, some people find double-checking a time-wasting and unnecessary practice	lack of double checking	5	"NA"
R_qJHLDJdVTdBowI9	serious	Insufficient care when working with databases - double checking skipped	1	Insufficient care when working with databases - double checking skipped	carelessness	41	carelessness
R_qyVu3WJ4rXTojBf	recurring	They didn’t download the newest file from the lab server	1	They didn’t download the newest file from the lab server	using old files	1	"NA"
R_qyVu3WJ4rXTojBf	serious	Poor decision making by an undergrad ra. For the next question, had the ra not been caught in the act, then the data would have been fraudulent and useless. That ra was caught met actual harm was minimal and amounted to time loss and frustration.	1	Poor decision making by an undergrad ra. For the next question, had the ra not been caught in the act, then the data would have been fraudulent and useless. That ra was caught met actual harm was minimal and amounted to time loss and frustration.	poor decision making	1	"NA"
R_qyZXW5SQf5lG4Ol	recurring	Multiple people were working on the dataset on their own computers. We didn't think about how tedious naming variables afterwards was going to be.	1	Multiple people were working on the dataset on their own computers. We didn't think about how tedious naming variables afterwards was going to be.	lack of foresight	4	project management issue
R_qyZXW5SQf5lG4Ol	serious	Multiple people were working on the data analysis syntax on their own computers, and lack of communication led to no one spot-checking the code before running it.	1	Multiple people were working on the data analysis syntax on their own computers, and	too many team members working on the same task	3	project management issue
R_qyZXW5SQf5lG4Ol	serious	Multiple people were working on the data analysis syntax on their own computers, and lack of communication led to no one spot-checking the code before running it.	2	lack of communication led to no one spot-checking the code before running it.	lack of communication	2	miscommunication
R_R4b2NHauEWrdgcN	recurring	bad data key	1	bad data key	error in coding protocol	1	bad or lack of standards
R_R4b2NHauEWrdgcN	serious	NA	1	missing	missing	183	missing
R_RDng1vjQz0Eut2x	recurring	Human error in data entry.	1	Human error in data entry.	human error	54	"NA"
R_RDng1vjQz0Eut2x	serious	Misunderstanding by data entry person.	1	Misunderstanding by data entry person.	misunderstanding	1	physical and mental constraints
R_RgJqa1XTk8Aexax	recurring	unattentive copying of the questions	1	unattentive copying of the questions	inattention	31	inattention
R_RgJqa1XTk8Aexax	serious	lack of attention when copying the scales	1	lack of attention when copying the scales	inattention	31	inattention
R_RLJj4PkFNDEdYit	recurring	Being in a hurry	1	Being in a hurry	time pressure	20	time management issue
R_RLJj4PkFNDEdYit	serious	Same as above	1	Same as above	see above	37	see above
R_roMs84O8u4uODHb	recurring	Not thinking ahead of future (re)uses	1	Not thinking ahead of future (re)uses	error in planning	6	bad or lack of planning
R_roMs84O8u4uODHb	serious	Programming error by software developer.	1	Programming error by software developer.	error in programming code	7	"NA"
R_RwbZAYqdAdCWJpL	recurring	syntax files used to relabel variables may have had mistakes.	1	syntax files used to relabel variables may have had mistakes.	error in program code	4	"NA"
R_RwbZAYqdAdCWJpL	serious	n/a	1	n/a	irrelevant content	38	irrelevant content
R_RxBYZwBUfiAACBP	recurring	lack of knowledge of the application, no training or inappropriate on-the-job training	1	lack of knowledge of the application, no training or inappropriate on-the-job training	inexperience	68	lack of knowledge/experience
R_RxBYZwBUfiAACBP	serious	NA	1	missing	missing	183	missing
R_sbMzGYvocQNch7X	recurring	"The prob,em (often) is the multiple versions of analysis scripts. The very famous sequence ""analysis_script.r"", ""analysis_script2.r"", ""new_analysis_script2.r"". etc."	1	"The prob,em (often) is the multiple versions of analysis scripts. The very famous sequence ""analysis_script.r"", ""analysis_script2.r"", ""new_analysis_script2.r"". etc."	error in version control	9	bad or lack of standards
R_sbMzGYvocQNch7X	serious	Multiple veriSee abovons of the analysis script. See above.	1	Multiple veriSee abovons of the analysis script. See above.	error in version control	9	bad or lack of standards
R_SCp4SDJW7H7SgNz	recurring	Poorly design studies, e.g. lack of a proper manipulation check	1	Poorly design studies, e.g. lack of a proper manipulation check	poor study design	2	"NA"
R_SCp4SDJW7H7SgNz	serious	NA	1	missing	missing	183	missing
R_SH3w71pRCZDwotH	recurring	Unintuitive SPSS way to wrangle with the datasets. Easier now with R and tidyverse packages.	1	Unintuitive SPSS way to wrangle with the datasets. Easier now with R and tidyverse packages.	unintuitive software	1	technical issue
R_SH3w71pRCZDwotH	serious	No idea.	1	No idea.	unknown	10	"NA"
R_SHwFOwZ6VkkfpPr	recurring	Trying to reproduce the work of someone no longer involved on the project	1	Trying to reproduce the work of someone no longer involved on the project	team member leaving the project	1	project management issue
R_SHwFOwZ6VkkfpPr	serious	Lack of sense and/or double checking results and interpretations	1	Lack of sense and/or	lack of sense	1	"NA"
R_SHwFOwZ6VkkfpPr	serious	Lack of sense and/or double checking results and interpretations	2	double checking results and interpretations	lack of validation	2	"NA"
R_SJNhx4IBeQ1eZu9	recurring	Error on part of research assistant.	1	Error on part of research assistant.	insufficient information	59	insufficient information
R_SJNhx4IBeQ1eZu9	serious	NA	1	missing	missing	183	missing
R_sKV54jfDQ68Jx05	recurring	Unintentional neglect	1	Unintentional neglect	neglect	2	carelessness
R_sKV54jfDQ68Jx05	serious	Unintentional neglect	1	Unintentional neglect	unintentional neglect	1	carelessness
R_T1kUZzmLbVaqMQp	recurring	Using wrong spss syntax not updated	1	Using wrong spss syntax not updated	using old analysis syntax	1	"NA"
R_T1kUZzmLbVaqMQp	serious	No significant effect. Lost time. Wrong interpretation	1	No significant effect.	insufficient information	59	insufficient information
R_T1kUZzmLbVaqMQp	serious	No significant effect. Lost time. Wrong interpretation	2	Lost time.	insufficient information	59	insufficient information
R_T1kUZzmLbVaqMQp	serious	No significant effect. Lost time. Wrong interpretation	3	Wrong interpretation	wrong interpretation	1	"NA"
R_T1L5jxO15Adwh0d	recurring	Having a data person on our team who was less familiar than we were with how we wanted this done.	1	Having a data person on our team who was less familiar than we were with how we wanted this done.	miscommunication	33	miscommunication
R_T1L5jxO15Adwh0d	serious	Either carelessness or confusion or both on the part of the person who made the mistake.	1	Either carelessness or	carelessness	41	carelessness
R_T1L5jxO15Adwh0d	serious	Either carelessness or confusion or both on the part of the person who made the mistake.	2	confusion or both on the part of the person who made the mistake.	confusion	1	physical and mental constraints
R_T4VDquP5brp47AZ	recurring	RA accidentally changed the variable name in excel spreadsheet	1	RA accidentally changed the variable name in excel spreadsheet	accidental change in labelling	1	inattention
R_T4VDquP5brp47AZ	serious	Lack of attention to detail in Qualtrics survey design	1	Lack of attention to detail in Qualtrics survey design	inattention	31	inattention
R_T5iKcDfWBpqUOaJ	recurring	"Too many data file versions, some stored on separate devices; several datasets open at the same time (forgot to switch); misremembering of the ""target"" file name."	1	Too many data file versions, some stored on separate devices;	too many versions of datafiles	1	"NA"
R_T5iKcDfWBpqUOaJ	serious	"Technical problem (Excel file completely ""disintegrated"" and could not be recovered)"	1	"Technical problem (Excel file completely ""disintegrated"" and could not be recovered)"	technical failure	14	technical issue
R_T5iKcDfWBpqUOaJ	recurring	"Too many data file versions, some stored on separate devices; several datasets open at the same time (forgot to switch); misremembering of the ""target"" file name."	2	several datasets open at the same time (forgot to switch);	insufficient information	59	insufficient information
R_T5iKcDfWBpqUOaJ	recurring	"Too many data file versions, some stored on separate devices; several datasets open at the same time (forgot to switch); misremembering of the ""target"" file name."	3	"misremembering of the ""target"" file name."	misremembering	1	physical and mental constraints
R_T6OrGQxMHJekFCF	recurring	Inaccurate programming on our side.	1	Inaccurate programming on our side.	inaccurate programming	1	"NA"
R_T6OrGQxMHJekFCF	serious	Inaccurate programming on our side. Not enough pre-testing of the software.	1	Inaccurate programming on our side.	programming error	16	"NA"
R_T6OrGQxMHJekFCF	serious	Inaccurate programming on our side. Not enough pre-testing of the software.	2	Not enough pre-testing of the software.	insufficient testing	6	"NA"
