response_id	mistake_type	mistake	mistake_no	mistake_sep	code	n	group
R_p0BJ8JCn92K9IaJ	serious	AS above	1	AS above	see above	40	see above
R_p3M2Ir2HhdW3gTD	recurring	not informative enough variable name	1	not informative enough variable name	ambiguous variable naming	40	ambiguous naming/defining of data
R_p3M2Ir2HhdW3gTD	serious	NA	1	missing	missing	125	missing
R_pDGuvxLRGbALOtH	recurring	technical errors that were not detected in time due to inexperience of researchers	1	technical errors that were not detected in time due to inexperience of researchers	technical failure	21	technical/infrastructural problem
R_pDGuvxLRGbALOtH	serious	mistakes in the data analysis	1	mistakes in the data analysis	wrong analysis	13	wrong data processing/analysis
R_pN6MH6N2QB5EWkN	recurring	Uninformative varaible names Programming error in script so that not all datapoints were stored.	1	Uninformative varaible names Programming error in script so that not all datapoints were stored.	unclear variable names	10	ambiguous naming/defining of data
R_pN6MH6N2QB5EWkN	serious	Randomization of conditions was not done properly	1	Randomization of conditions was not done properly	error in randomization of the conditions	1	participant allocation error
R_POu1cEcaePOzhkt	recurring	Wrong coding	1	Wrong coding	wrong coding	1	"NA"
R_POu1cEcaePOzhkt	serious	NA	1	missing	missing	125	missing
R_pscJ1L4obDNvx3H	recurring	NA	1	missing	missing	125	missing
R_pscJ1L4obDNvx3H	serious	NA	1	missing	missing	125	missing
R_PULxBT05Q47IOmR	recurring	Forgetting to save output into my data analyses logbook, although I print hard copies for a folder.	1	Forgetting to save output into my data analyses logbook, although I print hard copies for a folder.	data archiving mistake	1	loss of materials/documentation/data
R_PULxBT05Q47IOmR	serious	"Honestly, nothing ""serious"" comes to mind."	1	"Honestly, nothing ""serious"" comes to mind."	irrelevant content	84	irrelevant content
R_Q6a2dBgrDtQZrcl	recurring	Downloading data from Qualtrics that gets rearranged and difficult to read in the SPSS file. We need to check it manually because mistakes are often made that have impacted analysis.	1	Downloading data from Qualtrics that gets rearranged and difficult to read in the SPSS file. We need to check it manually because mistakes are often made that have impacted analysis.	importing data from survey platform	1	data transfer error
R_Q6a2dBgrDtQZrcl	serious	We were test-retesting a measure, and found no effect whatsoever, so we gave up on it. A year later the PhD candidate realized it was because she forgot to reverse code half the retest and the data came out beautiful.	1	We were test-retesting a measure, and found no effect whatsoever, so we gave up on it. A year later the PhD candidate realized it was because she forgot to reverse code half the retest and the data came out beautiful.	mistake in coding variables	3	data coding error
R_QaFTHFdsxfpvsFb	recurring	Most mistakes I can think of had to do with data analysis or reporting of results. For example, during the data analysis, I might have used a filter and then forgotten to remove it. Or another researcher might have made mistakes in their R code, specifying a wrong subset or a wrong variable. With regards to reporting, I think it happens quite often that people copy-paste text to save time and then forget to change some values. Or that they make rounding and other errors when re-typing values.	1	Most mistakes I can think of had to do with data analysis or reporting of results. For example, during the data analysis, I might have used a filter and then forgotten to remove it.	mistake in data analysis	9	wrong data processing/analysis
R_QaFTHFdsxfpvsFb	serious	I already gave an example of problems with data analysis. So, I'll describe another big problem I personally had during data collection. Last year I planned a diary study, which included two follow-ups one week and two weeks after the end of the diary. I used the services of a company that allows you to send surveys to participants' mobile phones and to schedule the surveys so that they are sent automatically. The last part of my data collection happened in August. There was an error in their system and my last follow-ups were not sent. I noticed relatively fast but it took them days to figure out what was wrong and still the problem was not resolved. This was a source of big frustration and also caused money and data loss.	1	I already gave an example of problems with data analysis. So, I'll describe another big problem I personally had during data collection. Last year I planned a diary study, which included two follow-ups one week and two weeks after the end of the diary. I used the services of a company that allows you to send surveys to participants' mobile phones and to schedule the surveys so that they are sent automatically. The last part of my data collection happened in August. There was an error in their system and my last follow-ups were not sent. I noticed relatively fast but it took them days to figure out what was wrong and still the problem was not resolved. This was a source of big frustration and also caused money and data loss.	technical failure	21	technical/infrastructural problem
R_QaFTHFdsxfpvsFb	recurring	Most mistakes I can think of had to do with data analysis or reporting of results. For example, during the data analysis, I might have used a filter and then forgotten to remove it. Or another researcher might have made mistakes in their R code, specifying a wrong subset or a wrong variable. With regards to reporting, I think it happens quite often that people copy-paste text to save time and then forget to change some values. Or that they make rounding and other errors when re-typing values.	2	Another researcher might have made mistakes in their R code, specifying a wrong subset or a wrong variable.	mistake in data analysis	9	wrong data processing/analysis
R_QaFTHFdsxfpvsFb	recurring	Most mistakes I can think of had to do with data analysis or reporting of results. For example, during the data analysis, I might have used a filter and then forgotten to remove it. Or another researcher might have made mistakes in their R code, specifying a wrong subset or a wrong variable. With regards to reporting, I think it happens quite often that people copy-paste text to save time and then forget to change some values. Or that they make rounding and other errors when re-typing values.	3	With regards to reporting, I think it happens quite often that people copy-paste text to save time and then forget to change some values. Or that they make rounding and other errors when re-typing values.	copy paste error	26	data transfer error
R_qITgjpy8nUlimv7	recurring	In a very complex, multi-year, multi-setting project, with large data sets kept in different locations, it became cumbersome and confusing to comprehend and access the relevant data for particular analyses.	1	In a very complex, multi-year, multi-setting project, with large data sets kept in different locations, it became cumbersome and confusing to comprehend and access the relevant data for particular analyses.	using the wrong version of data	48	version control error
R_qITgjpy8nUlimv7	serious	The use of the wrong variables in an analysis.	1	The use of the wrong variables in an analysis.	wrong variables in analysis	1	wrong data processing/analysis
R_qJFDhrxLT2tTZ5v	recurring	non acurate records not proper baseline evaluation	1	non acurate records not proper baseline evaluation	insufficient information	30	insufficient information
R_qJFDhrxLT2tTZ5v	serious	technical drawback inproper data collection	1	technical drawback inproper data collection	technical failure	21	technical/infrastructural problem
R_qJHLDJdVTdBowI9	recurring	Wrong entry in the dataset or incomplete/incorrect selection of the dataset	1	Wrong entry in the dataset	data entry error	26	data input error
R_qJHLDJdVTdBowI9	serious	Nothing really serious. Statistical analyses had to be re run three times after discovering that some entries were not correct	1	Nothing really serious. Statistical analyses had to be re run three times after discovering that some entries were not correct	data entry error	26	data input error
R_qJHLDJdVTdBowI9	recurring	Wrong entry in the dataset or incomplete/incorrect selection of the dataset	2	incomplete/incorrect selection of the dataset	incomplete selection of data	1	data selection/merging error
R_qyVu3WJ4rXTojBf	recurring	Graduate students not using cleaned data (I.e., data that had been double entered, discrepancies resolved, distributions of scores checked to comfirm accuracy)	1	Graduate students not using cleaned data (I.e., data that had been double entered, discrepancies resolved, distributions of scores checked to comfirm accuracy)	using the wrong version of data	48	version control error
R_qyVu3WJ4rXTojBf	serious	Undergrad ra left lab during a participant run. Ra returned and attempted to make up data. Another ra had been keeping up with data and stopped the ra from making up data. Ra fired approximately 30 minutes later (time it took for me to be informed and me to walk across campus to my lab).	1	Undergrad ra left lab during a participant run. Ra returned and attempted to make up data. Another ra had been keeping up with data and stopped the ra from making up data. Ra fired approximately 30 minutes later (time it took for me to be informed and me to walk across campus to my lab).	irrelevant content	84	irrelevant content
R_qyZXW5SQf5lG4Ol	recurring	Working with wrong version of dataset, unhelpful variable names in dataset.	1	Working with wrong version of dataset	using the wrong version of data	48	version control error
R_qyZXW5SQf5lG4Ol	serious	We didn't realize we had skipped an item while calculating the Cronbach's alpha for a scale.	1	We didn't realize we had skipped an item while calculating the Cronbach's alpha for a scale.	human error	5	"NA"
R_qyZXW5SQf5lG4Ol	recurring	Working with wrong version of dataset, unhelpful variable names in dataset.	2	unhelpful variable names in dataset.	unclear variable names	10	ambiguous naming/defining of data
R_R4b2NHauEWrdgcN	recurring	results initially misinterpreted due to lack of clarity in how the scale was coded	1	results initially misinterpreted due to lack of clarity in how the scale was coded	mistake in coding scales	1	data coding error
R_R4b2NHauEWrdgcN	serious	NA	1	missing	missing	125	missing
R_RDng1vjQz0Eut2x	recurring	Miscoding a variable with a wrong value that is not detected in quality control processes we set up like double entry. But then is found later when examining for outliers or trying to explain analytical results.	1	Miscoding a variable with a wrong value that is not detected in quality control processes we set up like double entry. But then is found later when examining for outliers or trying to explain analytical results.	mistake in coding a variable	6	data coding error
R_RDng1vjQz0Eut2x	serious	Wrong values entered for outcomes of a patricularvassrssment	1	Wrong values entered for outcomes of a patricularvassrssment	data entry error	26	data input error
R_RgJqa1XTk8Aexax	recurring	a missing item in a scale	1	a missing item in a scale	missing item in a scale	1	oversight in study design or measurement
R_RgJqa1XTk8Aexax	serious	forgot to include a scale in the questionnaire	1	forgot to include a scale in the questionnaire	missing scale in questionnaire	1	oversight in study design or measurement
R_RLJj4PkFNDEdYit	recurring	Wrong coding of missing data	1	Wrong coding of missing data	value coding error	35	data coding error
R_RLJj4PkFNDEdYit	serious	Same as above	1	Same as above	see above	40	see above
R_roMs84O8u4uODHb	recurring	Uninformative variable names	1	Uninformative variable names	uninformative variable names	1	ambiguous naming/defining of data
R_roMs84O8u4uODHb	serious	"Fault in experimental software that caused absent responses to be conflated with responses where a participant selected ""not applicable"""	1	"Fault in experimental software that caused absent responses to be conflated with responses where a participant selected ""not applicable"""	wrong software settings	12	wrong software or hardware settings
R_RwbZAYqdAdCWJpL	recurring	Wrong labeling of variables from Qualtrics, wrong coding of item scales.	1	Wrong labeling of variables from Qualtrics.	ambiguous variable naming	40	ambiguous naming/defining of data
R_RwbZAYqdAdCWJpL	serious	I have fortunately not had any data mistake that was not fixed prior to publication of research or submission of grant.	1	I have fortunately not had any data mistake that was not fixed prior to publication of research or submission of grant.	irrelevant content	84	irrelevant content
R_RwbZAYqdAdCWJpL	recurring	Wrong labeling of variables from Qualtrics, wrong coding of item scales.	2	Qualtrics, wrong coding of item scales.	value coding error	35	data coding error
R_RxBYZwBUfiAACBP	recurring	Duplicated a formula from one to another calculation file to keep reporting format constant with an error in the formula!	1	Duplicated a formula from one to another calculation file to keep reporting format constant with an error in the formula!	formula error	3	wrong data processing/analysis
R_RxBYZwBUfiAACBP	serious	level of expression of RNAm erroneous	1	level of expression of RNAm erroneous	insufficient information	30	insufficient information
R_sbMzGYvocQNch7X	recurring	Filtering of data. For example, in reaction time experiments when you have to remove outliers.	1	Filtering of data. For example, in reaction time experiments when you have to remove outliers.	data filtering mistake	3	data selection/merging error
R_sbMzGYvocQNch7X	serious	Fortunately, I don't remember anything serious (i.e., something that changes the interpretation of the results).	1	Fortunately, I don't remember anything serious (i.e., something that changes the interpretation of the results).	irrelevant content	84	irrelevant content
R_SCp4SDJW7H7SgNz	recurring	We had study design errors, but not data management errors. In any case, when there are errors we simply drop the dataset and re-run the study to collect new data. In case of secondary data, we go back to the raw data file and start over.	1	We had study design errors, but not data management errors. In any case, when there are errors we simply drop the dataset and re-run the study to collect new data. In case of secondary data, we go back to the raw data file and start over.	irrelevant content	84	irrelevant content
R_SCp4SDJW7H7SgNz	serious	already did that above	1	already did that above	irrelevant content	84	irrelevant content
R_SH3w71pRCZDwotH	recurring	Probably has to do with making long data forms from wide data forms. If not done properly, something is easily excluded or duplicated by mistake. But I think we also do these types of things very carefully now.	1	Probably has to do with making long data forms from wide data forms. If not done properly, something is easily excluded or duplicated by mistake. But I think we also do these types of things very carefully now.	mistake in rearranging data	1	wrong data processing/analysis
R_SH3w71pRCZDwotH	serious	Someone had filled a SPSS data sheet in a way that two values were in single cell. Like 4 and 2 should be next to each other but there was 42 and an empty cell. Easily detected and removed.	1	Someone had filled a SPSS data sheet in a way that two values were in single cell. Like 4 and 2 should be next to each other but there was 42 and an empty cell. Easily detected and removed.	human error	5	"NA"
R_SHwFOwZ6VkkfpPr	recurring	Sometimes you have a dataset. You have a do file or syntax file. You run the command as is on the same exact data set. Filters are the same. Yet you get different results. How did I get that result the first time???	1	Sometimes you have a dataset. You have a do file or syntax file. You run the command as is on the same exact data set. Filters are the same. Yet you get different results. How did I get that result the first time???	irrelevant content	84	irrelevant content
R_SHwFOwZ6VkkfpPr	serious	This was before my time, on a project I was not involved in, but I heard that one time the experimental group was coded as 0 and the comparison coded as 1. These designations are of course arbitrary but the conventionally they are coded the other way around. This led to the exact opposite conclusions.	1	This was before my time, on a project I was not involved in, but I heard that one time the experimental group was coded as 0 and the comparison coded as 1. These designations are of course arbitrary but the conventionally they are coded the other way around. This led to the exact opposite conclusions.	mistake in coding experimental groups	1	data coding error
R_SJNhx4IBeQ1eZu9	recurring	When columns of data were cut and pasted into the primary data set, the columns of data were partially transposes.	1	When columns of data were cut and pasted into the primary data set, the columns of data were partially transposes.	copy paste error	26	data transfer error
R_SJNhx4IBeQ1eZu9	serious	NA	1	missing	missing	125	missing
R_sKV54jfDQ68Jx05	recurring	Conflated correlation	1	Conflated correlation	conflated correlation	2	wrong data processing/analysis
R_sKV54jfDQ68Jx05	serious	Conflated correlation	1	Conflated correlation	conflated correlation	2	wrong data processing/analysis
R_T1kUZzmLbVaqMQp	recurring	Recoding negative items	1	Recoding negative items	mistake in coding variables	3	data coding error
R_T1kUZzmLbVaqMQp	serious	The one described before	1	The one described before	mistake in coding variables	3	data coding error
R_T1L5jxO15Adwh0d	recurring	Realizing that an imputation had produced unexpected results that required a re-examination of how the data were specified in advance.	1	Realizing that an imputation had produced unexpected results that required a re-examination of how the data were specified in advance.	data specification mistake	2	data selection/merging error
R_T1L5jxO15Adwh0d	serious	This was more of a hiccup than a mistake, but by specifying the data incorrectly prior to a giant imputation that was going to take days, we realized when the parameters of certain variables were surprising that something odd must've happened. It required an additional week of work and delayed us and was frustrating and made us question our trust in the person who made the mistake.	1	This was more of a hiccup than a mistake, but by specifying the data incorrectly prior to a giant imputation that was going to take days, we realized when the parameters of certain variables were surprising that something odd must've happened. It required an additional week of work and delayed us and was frustrating and made us question our trust in the person who made the mistake.	data specification mistake	2	data selection/merging error
R_T4VDquP5brp47AZ	recurring	Data coding variables were mixed up, and to be sure of no mistakes, we had to have RAs recode all of the data.	1	Data coding variables were mixed up, and to be sure of no mistakes, we had to have RAs recode all of the data.	mistake in recoding variables	3	data coding error
R_T4VDquP5brp47AZ	serious	My fellow grad-student forget to collect gender data and had to throw out an entire term's worth of data.	1	My fellow grad-student forget to collect gender data and had to throw out an entire term's worth of data.	not collecting gender data	1	oversight in study design or measurement
R_T5iKcDfWBpqUOaJ	recurring	Running analyses on a wrong version of the data set	1	Running analyses on a wrong version of the data set	using the wrong version of data	48	version control error
R_T5iKcDfWBpqUOaJ	serious	Lost the master file necessary for data alignment.	1	Lost the master file necessary for data alignment.	losing files	1	loss of materials/documentation/data
R_T6OrGQxMHJekFCF	recurring	the software overwrote the same variable so only the last value was recorded.	1	the software overwrote the same variable so only the last value was recorded.	program coding error	41	programming error
R_T6OrGQxMHJekFCF	serious	The software provided incorrect feedback to subjects in the experiment.	1	The software provided incorrect feedback to subjects in the experiment.	wrong software settings	12	wrong software or hardware settings
R_Tn1zCiJl48M49bP	recurring	poor labeling of variables	1	poor labeling of variables	poor labeling of variables	1	ambiguous naming/defining of data
R_Tn1zCiJl48M49bP	serious	"we once assigned subjects to 8 treatments and had two groups twice as large as the other six. Although that made it easier to implement the experiment, we ""forgot"" that it would complicate (a bit) the analysis because we inadvertantly creeated correlated treatments"	1	"we once assigned subjects to 8 treatments and had two groups twice as large as the other six. Although that made it easier to implement the experiment, we ""forgot"" that it would complicate (a bit) the analysis because we inadvertantly creeated correlated treatments"	subject allocation mistake	3	participant allocation error
R_u3udJvSlp9H0lYR	recurring	The most common data-related mistake is that we realize after beginning to collect data that a question/item was worded incorrectly, missing, or that there was some error in the electronic survey/questionnaire materials (e.g., wrong piping of text, wrong rules presenting new items based on previous responses etc).	1	The most common data-related mistake is that we realize after beginning to collect data that a question/item was worded incorrectly, missing, or that there was some error in the electronic survey/questionnaire materials (e.g., wrong piping of text, wrong rules presenting new items based on previous responses etc).	incorrect wording of a question/item	1	oversight in study design or measurement
R_u3udJvSlp9H0lYR	serious	Th most serious data-related mistake was missing items from a measure that should have been included in data collection. However, this was a secondary measure and not primary outcome.	1	Th most serious data-related mistake was missing items from a measure that should have been included in data collection. However, this was a secondary measure and not primary outcome.	wrong data selection	2	data selection/merging error
R_u7y4awKmx0P9uMx	recurring	When we moved data between spreadsheet we only partially selected the data which led to data loss.	1	When we moved data between spreadsheet we only partially selected the data which led to data loss.	copy paste error	26	data transfer error
R_u7y4awKmx0P9uMx	serious	A missed experiment recording.	1	A missed experiment recording.	insufficient information	30	insufficient information
R_Ub6KK5sJLnRBQBj	recurring	We only realized after publication that we had been working on the wrong version of a dataset, This was reported and new results published, Systematic revision of the databases before writing definitive paper some mistakes in occasions	1	We only realized after publication that we had been working on the wrong version of a dataset, This was reported and new results published, Systematic revision of the databases before writing definitive paper some mistakes in occasions	using the wrong version of data	48	version control error
R_Ub6KK5sJLnRBQBj	serious	After publication we realize the denominator in our risk measurements included a large sample of individuals who did not belong to the study sample. Fortunately the inclusion oh those extra individuals was not related to the exposure outcome	1	After publication we realize the denominator in our risk measurements included a large sample of individuals who did not belong to the study sample. Fortunately the inclusion oh those extra individuals was not related to the exposure outcome	including people who do not belong to the sample	1	data selection/merging error
R_Ugcj0Hs9IX1A3WV	recurring	Not labeling variables or response values in data file	1	Not labeling variables or response values in data file	Not labeling variables or response values in data file	1	ambiguous naming/defining of data
R_Ugcj0Hs9IX1A3WV	serious	Failed to appropriately document analysis syntax	1	Failed to appropriately document analysis syntax	lack or poor documentation	23	bad or poor documentation
R_UmqU7Ly1qrMBjHP	recurring	We will have a dataset that has been built over many years, and old versions of the data are kept as a backup.  There have been times when we have worked with these older datasets by mistake.	1	We will have a dataset that has been built over many years, and old versions of the data are kept as a backup.  There have been times when we have worked with these older datasets by mistake.	using the wrong version of data	48	version control error
R_UmqU7Ly1qrMBjHP	serious	I read the wrong series into a computer code and there was a graph in a draft of a paper that was wrong for a month or two.	1	I read the wrong series into a computer code and there was a graph in a draft of a paper that was wrong for a month or two.	wrong data selection	2	data selection/merging error
R_usJmD25Zml44ef7	recurring	Use of wrong data set	1	Use of wrong data set	using wrong dataset	3	version control error
R_usJmD25Zml44ef7	serious	N/A	1	N/A	irrelevant content	84	irrelevant content
R_UW9udpehJoHvjeV	recurring	program related	1	program related	insufficient information	30	insufficient information
R_UW9udpehJoHvjeV	serious	overwriting data leading to data loss in a pre- posttest	1	overwriting data leading to data loss in a pre- posttest	overwriting data	15	version control error
R_uwilEnZKlzMWNLH	recurring	NA	1	missing	missing	125	missing
R_uwilEnZKlzMWNLH	serious	Data management	1	Data management	insufficient information	30	insufficient information
R_uyQjDVLfMF1DjEJ	recurring	outliers being crept in without meticulous care to spot them. In this case, I had spotted them and could make the correction, but it was a potential source of error had someone not noticed.	1	outliers being crept in without meticulous care to spot them. In this case, I had spotted them and could make the correction, but it was a potential source of error had someone not noticed.	not spotting outliers	1	wrong data processing/analysis
R_uyQjDVLfMF1DjEJ	serious	Losing data just like yourself and not being able to generate them again	1	Losing data just like yourself and not being able to generate them again	data loss	27	loss of materials/documentation/data
R_uyxOp5bl3Heyi5P	recurring	Lack of following protocols in file naming	1	Lack of following protocols in file naming	Lack of following protocols in file naming	1	deviation from the protocol
R_uyxOp5bl3Heyi5P	serious	Forgetting to switch on video camera when recording study	1	Forgetting to switch on video camera when recording study	Forgetting to switch on video camera when recording study	1	data input error
R_vCDw2trrlQggWnD	recurring	(1) Similar data collections, but variables assigned different names (2) Students doing data manipulations (e.g., forming scales from several items) in a spreadsheet, rather than in reproducible, documented code.	1	(1) Similar data collections, but variables assigned different names.	ambiguous variable naming	40	ambiguous naming/defining of data
R_vCDw2trrlQggWnD	serious	Different variable names in study 1 versus the similar study 2 for the same questionnaire items.	1	Different variable names in study 1 versus the similar study 2 for the same questionnaire items.	ambiguous variable naming	40	ambiguous naming/defining of data
R_vCDw2trrlQggWnD	recurring	(1) Similar data collections, but variables assigned different names (2) Students doing data manipulations (e.g., forming scales from several items) in a spreadsheet, rather than in reproducible, documented code.	2	(2) Students doing data manipulations (e.g., forming scales from several items) in a spreadsheet, rather than in reproducible, documented code.	data processing error	2	wrong data processing/analysis
R_vGhe9SFx67Tm8md	recurring	My PhD student siad she performed X test that she cannot do, I figured out that she has performed another easier stat test that she could do. The results and p values or F values did not change, and luckily the paper she wrote was rejected at the first journal that I could go over the stats and found out the mistake. I was not sure if she did it because it was easies, or mistakingly. Now I go over everything she does with a double or triple check, and am rather unreluctant to write with her.	1	My PhD student siad she performed X test that she cannot do, I figured out that she has performed another easier stat test that she could do. The results and p values or F values did not change, and luckily the paper she wrote was rejected at the first journal that I could go over the stats and found out the mistake. I was not sure if she did it because it was easies, or mistakingly. Now I go over everything she does with a double or triple check, and am rather unreluctant to write with her.	statistical mistake	1	wrong data processing/analysis
R_vGhe9SFx67Tm8md	serious	That was the event about I wrote above.	1	That was the event about I wrote above.	see above	40	see above
R_vktbxXQAdWGQUmJ	recurring	'-Copy and paste error in excel -selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc) -Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	1	-Copy and paste error in excel	copy paste error	26	data transfer error
R_vktbxXQAdWGQUmJ	serious	'-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	1	'-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	selecting wrong variables in analysis	2	data selection/merging error
R_vktbxXQAdWGQUmJ	recurring	'-Copy and paste error in excel -selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc) -Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	2	-selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc)	selecting wrong variables in analysis	2	data selection/merging error
R_vktbxXQAdWGQUmJ	recurring	'-Copy and paste error in excel -selecting the wrong variables in data analysis, specially when the names are similar (i.e. WM1 vs. WM2.... etc) -Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	3	-Involving modification of previous script to perform new analysis (i.e. forgot to change variable names)	program coding error	41	programming error
R_vOfSDKH9m5bsxQl	recurring	Datasets are not always saved in one place, and - especially a few years - most often on people's own computers. This means that various versions of the 'same' set may be in existence, or datasets get lost (e.g. when a researcher leaves to another institute).	1	Datasets are not always saved in one place, and - especially a few years - most often on people's own computers. This means that various versions of the 'same' set may be in existence, or datasets get lost (e.g. when a researcher leaves to another institute).	using wrong dataset	3	version control error
R_vOfSDKH9m5bsxQl	serious	Probably the failure to record part of the responses of some participants	1	Probably the failure to record part of the responses of some participants	failure to record part of the responses	1	data input error
R_vq2t8wRHyyhk10J	recurring	NA	1	missing	missing	125	missing
R_vq2t8wRHyyhk10J	serious	NA	1	missing	missing	125	missing
R_vSpnniXC9QK5jj3	recurring	None happened in the last five years thanks to a great stat person.	1	None happened in the last five years thanks to a great stat person.	out of timeframe	15	out of timeframe
R_vSpnniXC9QK5jj3	serious	None	1	None	irrelevant content	84	irrelevant content
R_vTAtDgS8N64qWDn	recurring	Confusing values with formulas in excel leading to wrong numbers when pasted in a different spreadshet	1	Confusing values with formulas in excel leading to wrong numbers when pasted in a different spreadshet	program coding error	41	programming error
R_vTAtDgS8N64qWDn	serious	Some columns of data got mixed when moving data from one software to another	1	Some columns of data got mixed when moving data from one software to another	transfering data	1	data transfer error
R_W2NaMKUGZou4QDv	recurring	nothing really systematic and only minor, e.g., missing outlier removal or keeping track of concerned conditions, SD vs SE in figure vs. caption, formula error in excel,	1	nothing really systematic and only minor, e.g., missing outlier removal	missing outlier removal	1	wrong data processing/analysis
R_W2NaMKUGZou4QDv	serious	crash of disk and back-up disk, leading to re-run all analyses (with fortunately mostly saved prgrams elsewhere)	1	crash of disk and back-up disk, leading to re-run all analyses (with fortunately mostly saved prgrams elsewhere)	crash of disk	1	technical/infrastructural problem
R_W2NaMKUGZou4QDv	recurring	nothing really systematic and only minor, e.g., missing outlier removal or keeping track of concerned conditions, SD vs SE in figure vs. caption, formula error in excel,	2	keeping track of concerned conditions	insufficient information	30	insufficient information
R_W2NaMKUGZou4QDv	recurring	nothing really systematic and only minor, e.g., missing outlier removal or keeping track of concerned conditions, SD vs SE in figure vs. caption, formula error in excel,	3	SD vs SE in figure vs. caption	mixing up values in plot caption versus figure	1	wrong reporting
R_W2NaMKUGZou4QDv	recurring	nothing really systematic and only minor, e.g., missing outlier removal or keeping track of concerned conditions, SD vs SE in figure vs. caption, formula error in excel,	4	formula error in excel	program coding error	41	programming error
R_WDKxkIWKqWPUbqV	recurring	transcription errors	1	transcription errors	transcription error	9	data transfer error
R_WDKxkIWKqWPUbqV	serious	transcription error	1	transcription error	transcription error	9	data transfer error
R_wQKtnSahMtTdwZP	recurring	Errors calculating the dimensions of some questionnaires.	1	Errors calculating the dimensions of some questionnaires.	wrong analysis	13	wrong data processing/analysis
R_wQKtnSahMtTdwZP	serious	After I entered all the data, when I was analysing the data, I realised I made a mistake. So, I had to introduce all the data again. I lost time, and it was frustrating. Luckily, I did not publish anything with the wrong data	1	After I entered all the data, when I was analysing the data, I realised I made a mistake. So, I had to introduce all the data again. I lost time, and it was frustrating. Luckily, I did not publish anything with the wrong data	data entry error	26	data input error
R_wRyMeFjM4H8I52h	recurring	Respondent ID is not entirely unique	1	Respondent ID is not entirely unique	Respondent ID is not entirely unique	1	ambiguous naming/defining of data
R_wRyMeFjM4H8I52h	serious	Wrong data input	1	Wrong data input	value input error	3	data input error
R_x8Z2fY3NuG06l69	recurring	Incomplete data collection (survey missing some questions),	1	Incomplete data collection (survey missing some questions),	survey missing questions	1	oversight in study design or measurement
R_x8Z2fY3NuG06l69	serious	forgot to record qualitative interview	1	forgot to record qualitative interview	forgetting to record qualitative interview	1	data input error
R_xa49SUkv3DKQme5	recurring	Coding errors in experimental paradigms preventing parts of the data from being sampled.	1	Coding errors in experimental paradigms preventing parts of the data from being sampled.	program coding error	41	programming error
R_xa49SUkv3DKQme5	serious	Coding error prevented data collection from an important variable for a whole experiment with 50 participants. The data had to be discarded.	1	Coding error prevented data collection from an important variable for a whole experiment with 50 participants. The data had to be discarded.	program coding error	41	programming error
R_xaBv50AriU5pPt7	recurring	Incorrect coding/re-coding of categorical variables.	1	Incorrect coding/re-coding of categorical variables.	incorrect coding of variables	2	data coding error
R_xaBv50AriU5pPt7	serious	Incorrect coding/labeling of missing values which significantly skewed results.	1	Incorrect coding/labeling of missing values which significantly skewed results.	incorrect coding of missing values	1	data coding error
R_xf1mZKJUgYbss6J	recurring	NA	1	missing	missing	125	missing
R_xf1mZKJUgYbss6J	serious	NA	1	missing	missing	125	missing
R_XiYRBKDZ1f0f0wV	recurring	Ordinal variables were coded in the incorrect direction	1	Ordinal variables were coded in the incorrect direction	incorrect coding of variables	2	data coding error
R_XiYRBKDZ1f0f0wV	serious	We failed to include 25% of items in a scale for a study.	1	We failed to include 25% of items in a scale for a study.	We failed to include 25% of items in a scale for a study.	1	oversight in study design or measurement
R_XLNMXHwqdiwAG7D	recurring	Poor data labelling and documentation	1	Poor data labelling and documentation	ambiguous variable naming	40	ambiguous naming/defining of data
R_XLNMXHwqdiwAG7D	serious	Lost data	1	Lost data	data loss	27	loss of materials/documentation/data
R_XojQnylYueRx31f	recurring	NA	1	missing	missing	125	missing
R_XojQnylYueRx31f	serious	NA	1	missing	missing	125	missing
R_Xp37cWl6slWgFWN	recurring	lost of data, wrong data	1	lost of data,	data loss	27	loss of materials/documentation/data
R_Xp37cWl6slWgFWN	serious	one small but serious mistake overlooked during data collection, which lead to half of the data unusable, had to collect data again	1	one small but serious mistake overlooked during data collection, which lead to half of the data unusable, had to collect data again	insufficient information	30	insufficient information
R_Xp37cWl6slWgFWN	recurring	lost of data, wrong data	2	wrong data	wrong data	1	"NA"
R_XQWU5837JcirPJD	recurring	We realized that we had been working on the wrong version of a dataset.	1	We realized that we had been working on the wrong version of a dataset.	using the wrong version of data	48	version control error
R_XQWU5837JcirPJD	serious	the one mentioned before	1	the one mentioned before	see above	40	see above
R_XR4vuDYVTZUdDxf	recurring	Overwriting of measured variables Loss of datasets due to storage mistakes	1	Overwriting of measured variables	overwriting of measured variables	1	version control error
R_XR4vuDYVTZUdDxf	serious	Loss of participant descriptive data	1	Loss of participant descriptive data	data loss	27	loss of materials/documentation/data
