StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	inform	general_frequency	recurring_story	recurring_cause	recurring_frequency	recurring_serious	recurring_outcome	recurring_outcome_6_TEXT	serious_story	serious_cause	serious_serious	serious_outcome	serious_outcome_6_TEXT	field	years	comment
2018-12-17 17:05:49	2018-12-17 18:11:12	IP Address	100	3923	True	2018-12-17 18:11:12	R_1obR2FYKvFuxCjp	email	EN	Yes	"Very Low
Occurs never or rarely"	I do not carry out this type of research normally, so such mistakes are rather uncommon.	Does not apply.	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	NA	NA	I can't recall any really serious ones.	None	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	other	18	I carry out research in linguistics (mainly historical linguistics and syntax).
2018-12-17 18:27:03	2018-12-17 18:32:53	IP Address	100	349	True	2018-12-17 18:32:53	R_3hhX5mXtAv6AIHA	email	EN	Yes	"Low
Occurs in some of the projects"	Included data for entities that should have been excluded; had to rerun analysis.	Human error.  No matter how automated an analysis is, at some point a person has to write the code or manipulate the data and make choices, and sometimes things get overlooked.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	same as above	NA	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	other	8	NA
2018-12-10 21:24:56	2018-12-17 18:38:36	IP Address	100	594819	True	2018-12-17 18:38:36	R_2uQIn0onTQYseK1	email	EN	Yes	"Low
Occurs in some of the projects"	Not to meet dealines	Intellectual lasiness	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	Not to meet dealines	Intellectual laziness	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	developmental and educational psychology	35	I have nothing to add
2018-12-17 18:48:05	2018-12-17 18:53:24	IP Address	100	319	True	2018-12-17 18:53:24	R_2OTKjDgl6AvVwvh	email	EN	Yes	"Very Low
Occurs never or rarely"	Run analyses on old version of a dataset, but corrected it for the paper	Different versions of the dataset were saved in different folders	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	See above	See above	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	experimental and cognitive psychology	7	NA
2018-12-17 18:49:28	2018-12-17 18:53:46	IP Address	100	257	True	2018-12-17 18:53:46	R_2U4pgn1GCmJuGaU	email	EN	Yes	"Low
Occurs in some of the projects"	uninformative data labeling	Lack of my attention to the details of my students' research	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	mislabeled data	insufficient attention by myself	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	developmental and educational psychology	19	NA
2018-12-10 21:40:47	2018-12-17 19:08:49	IP Address	100	595681	True	2018-12-17 19:08:49	R_3qlduMb6TmuzWVI	email	EN	Yes	"Very Low
Occurs never or rarely"	NA	NA	"Very Low
Occurs never or rarely"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	NA	NA	NA	NA	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	NA	NA	applied psychology	50	NA
2018-12-17 19:04:02	2018-12-17 19:09:25	IP Address	100	323	True	2018-12-17 19:09:26	R_2cth4XQgNMWuwGv	email	EN	Yes	"Moderate
Occurs in half of the projects"	Incorrect transcription of data from EMR to spreadsheet.	Human error.	"High
Occurs in most of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Transmigration of data from one spreadsheet to another producing offset of data so data points were not associated with correct patients. This was identified and corrected.	Unclear.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	methodology and statistics	15	NA
2018-12-17 19:08:24	2018-12-17 19:12:55	IP Address	100	271	True	2018-12-17 19:12:56	R_27BdmSNc3E6ZlFf	email	EN	Yes	"Low
Occurs in some of the projects"	Entry error when moving data from paper format to digital format. We are not 100% digital with entry logs with back-checks. Moreover, no data are intermediately saved. All analyses are done on raw data that are never changed.	Human error.	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	All data was shifted in the column assigning condition meaning that all results (zero effects) where wrong. Our assigned Devils advocate noticed it the day before submission. The PhD student had to go back to the drawing table.	Human error.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	erroneous conclusion	NA	experimental and cognitive psychology	17	NA
2018-12-17 19:17:37	2018-12-17 19:21:38	IP Address	100	240	True	2018-12-17 19:21:38	R_1o0l1vb0QVWOutj	email	EN	Yes	"Low
Occurs in some of the projects"	Mistake in programming of an experiment, so that not all conditions were presented to all subjects.	Simple mental error in coding.	"Very Low
Occurs never or rarely"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	The one I just mentioned.	See above.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	experimental and cognitive psychology	16	NA
2018-12-17 19:17:52	2018-12-17 19:24:59	IP Address	100	427	True	2018-12-17 19:24:59	R_1K7lVatqDC1d3dz	email	EN	Yes	"Low
Occurs in some of the projects"	data loss due to storage error	hick-up with equipment/device-user interface	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	A contracted external CRO messed up two experimental groups.	Excessively large organization with different people at different sites performing part of the experiment.	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	financial loss	NA	other	18	NA
2018-12-17 19:50:14	2018-12-17 19:50:56	IP Address	100	41	True	2018-12-17 19:50:56	R_3R4pKAWnEkrxmVu	email	EN	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-12-17 19:45:28	2018-12-17 19:51:02	IP Address	100	334	True	2018-12-17 19:51:03	R_3EJQO3OBaZ6CZKY	email	EN	Yes	"Low
Occurs in some of the projects"	Lost of data that was important for the research	Problems with the PC	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	We coulden't find important data during 3 days, Finally we had them	We melt differents samples	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	clinical psychology	25	NA
2018-12-16 18:47:46	2018-12-17 20:45:49	IP Address	100	93482	True	2018-12-17 20:45:49	R_4Z9S8WkR6ezQJ7H	email	EN	Yes	"Very Low
Occurs never or rarely"	mistakes in associating numbers to cases, miscalculations, wrong organisation of data in experimental conditions, wrongly reporting numbers. Errors corrected as far as I am aware	lack of attention or poor organisation of data	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	time loss and frustration	wrong stats	errors in organisation of the data	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	time loss and frustration	neurophysiology and physiological psychology	13	NA
2018-12-17 20:37:22	2018-12-17 20:54:14	IP Address	100	1012	True	2018-12-17 20:54:15	R_1K26DA5M0mERwZH	email	EN	Yes	"Very Low
Occurs never or rarely"	Transformation of a variable	Programming error	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Transformation of a variable	Programming error	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	experimental and cognitive psychology	35	NA
2018-12-17 20:57:00	2018-12-17 21:02:08	IP Address	100	307	True	2018-12-17 21:02:08	R_2yg8jYMAU5WqMfg	email	EN	Yes	"Very Low
Occurs never or rarely"	I took over a project some years ago with useless variable names and no log for what had happened in that data set before my time. I believe that would be a common problem.	Hard to say. Maybe a lack of supervision from more experienced researchers.	"Moderate
Occurs in half of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	Problems with filing, I would say. So, not assigning names to data sets and the like in a systematic manner, leading to confusion as to what is what.	Sloppiness and lack of supervision.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	personality psychology	5	NA
2018-12-17 21:09:46	2018-12-17 21:13:07	IP Address	100	201	True	2018-12-17 21:13:08	R_DBlXUQLPEwonUSB	email	EN	Yes	"Low
Occurs in some of the projects"	Lost data because of a power failure.	Power failure	"Very Low
Occurs never or rarely"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	Loss of data due to a power failure	Power failure	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	developmental and educational psychology	20	NA
2018-12-17 21:15:22	2018-12-17 21:21:35	IP Address	100	373	True	2018-12-17 21:21:36	R_3lMoowEYi5yWYMA	email	EN	Yes	"Low
Occurs in some of the projects"	An older version with older data was worked on AND submitted to a journal by a co-author, although he did have the most recent version from me.	I am not sure--my co-author probably misfiled the newer and the older versions and then continued working on the wrong, i.e. older, one and submitted it without consulting with me before submission.	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	And of course erroneous conclusion and gime less, as well as frustration, too. We had to pull back our submission, rework it, and resubmit it.	I don't understand your question. Something seems to be missing in your formulation. I just described one serious data- and file-related mistake in my team, and it did happen in the last 5 years--about two and a half years ago.	I described the probable cause earlier.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	I described this earlier, too.	other	30	NA
2018-12-17 21:42:03	2018-12-17 23:25:46	IP Address	100	6222	True	2018-12-17 23:25:46	R_3hngidIEckW7lKF	email	EN	Yes	"Low
Occurs in some of the projects"	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	Carelessness; complicated syntax (e.g. multi-stage process of data management	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	Carelessness coupled with complex/messy data management (multiple data files, that my team had inherited from others; lots of different syntax files merging and cleaning; etc)	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	applied psychology	8	For the negative outcome question, there are often multiple negative outcomes (e.g. time loss and frustration), but the question only allows a single response to be selected
2018-12-18 00:26:28	2018-12-18 00:31:48	IP Address	100	319	True	2018-12-18 00:31:48	R_1ogVGCkvyaVYrta	email	EN	Yes	"Very Low
Occurs never or rarely"	recode of wrong item within a questionnaire (survey research - item should have been reflected)	misspecification of item within script	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	other	there wasn't a negative outcome - the error was caught	NA	NA	NA	NA	NA	applied psychology	15	NA
2018-12-18 01:11:16	2018-12-18 01:11:30	IP Address	100	14	True	2018-12-18 01:11:30	R_3oHo8bzSne9OKaY	email	EN	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-12-11 01:19:24	2018-12-18 02:43:32	IP Address	100	609848	True	2018-12-18 02:43:33	R_1hLr7MYgQpK05AT	email	EN	Yes	"Moderate
Occurs in half of the projects"	decimal point goes to the wrong way.	when we enter the data at the very beginning.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	erroneous conclusion	NA	NA	NA	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	erroneous conclusion	NA	applied psychology	17	NO
2018-12-18 03:36:47	2018-12-18 03:39:29	IP Address	100	161	True	2018-12-18 03:39:29	R_1IhH5uWbd7fWbq1	email	EN	Yes	"Very Low
Occurs never or rarely"	None that I can remember	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	15	NA
2018-12-18 04:45:55	2018-12-18 04:51:21	IP Address	100	325	True	2018-12-18 04:51:21	R_3dGuyqX1cMJFz7i	email	EN	Yes	"Low
Occurs in some of the projects"	Incorrectly defining regressors for functional MRI data analysis.	Lack of knowledge and/or programming mistake.	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	NA	NA	NA	NA	NA	other	20	I found some of the questions confusing so I stopped answering.
2018-12-18 05:24:10	2018-12-18 05:38:17	IP Address	100	846	True	2018-12-18 05:38:17	R_3foClSs4q55ssEp	email	EN	Yes	"Low
Occurs in some of the projects"	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	A unique but not uncommon combination of laziness and disrespect for data integrity.	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	Time loss only because the lab has other back-ups for data integrity. But creating a deep sense of unease about whether there is sufficient r spect for data integrity to ferret out other potential problems that may remain undetected by us.	Failure to Aden arely descriptor be an experiment by someone who since left the olab, requiring that a cell lines that already existed needed to be remade because it was simokybinadewuately descrbed/characterized in the first place.	I, the research directir, was insufficient key zealous in trackIn down all details of that particular methods section in a draft manuscript.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	other	46	NA
2018-12-18 08:11:18	2018-12-18 08:33:47	IP Address	100	1348	True	2018-12-18 08:33:47	R_10uWnIrva7R5dgS	email	EN	Yes	"Low
Occurs in some of the projects"	We applied the wrong precedence when resolving values for one variable which could be specified more than once.	Missing insights into the data retrieval process which changed over time depending on legal setting (using historical data)	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	Due to different ways of writing and reading data from a database system, it was possible that crucial information would be interpreted in a wrong way.	Lacking knowledge of the database system and poor UI design for the data capture part which was designed by a different team years before the actual analysis.	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	other	time loss, frustration	methodology and statistics	4	NA
2018-12-18 08:54:54	2018-12-18 09:03:50	IP Address	100	535	True	2018-12-18 09:03:50	R_7PVRV8S0OqzQTnz	email	EN	Yes	"Low
Occurs in some of the projects"	We scheduled multiple participants for the same data collection session time.	It was due to the incapacity of organization and coordination in the field work.	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	No such mistake.	NA	NA	NA	NA	methodology and statistics	10	NA
2018-12-18 08:55:17	2018-12-18 09:09:07	IP Address	100	829	True	2018-12-18 09:09:07	R_1nZmLTBp6dPXqgm	email	EN	Yes	"Low
Occurs in some of the projects"	"""wrong"" calculations"	unsupervised PhD student's data	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	erroneous conclusion	NA	uncorrect calculations of some parameters	Especially when the topic of research is new more background research is needed. Reading more literature would have been useful.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	applied psychology	20	NA
2018-12-18 09:23:32	2018-12-18 09:23:54	IP Address	100	22	True	2018-12-18 09:23:55	R_3PZByFef6KG4cPe	email	EN	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-12-18 11:03:11	2018-12-18 11:07:43	IP Address	100	271	True	2018-12-18 11:07:44	R_Cfzi2YLDaPWFnRT	email	EN	Yes	"Very Low
Occurs never or rarely"	In qualtrics, error in programming randomizer for different conditions, which resulted in datasets that were incomplete and we didn't not use.	Human error in programming	"Low
Occurs in some of the projects"	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	other	Financial loss, time loss, frustration	This question is inaccurately phrased?	..	NA	NA	NA	social psychology	10	The phrasing of the second key question in your survey is inaccurate.
2018-12-18 11:55:54	2018-12-18 12:04:16	IP Address	100	502	True	2018-12-18 12:04:17	R_3KGCgGY4I8KXp24	email	EN	Yes	"Low
Occurs in some of the projects"	'-including participants that weren't supposed to be included in the analysis because of inaccurate records to signify their participation (e.g. including someone who consented and withdrew prior to completing assessments when I was supposed to include people who consented and withdrew prior to participating in the group) -Using an outdated data set because I maintained multiple superseded datasets with similar names in the same folder	inexperience generally. Lack of accurate records of participation and lack of a data management plan that stipulated details of saving/superseding the database	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	I've only just finished my phd so I don't have many examples to draw from... the previously mentioned ones are probably the only ones	-	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	other	2	NA
2018-12-18 12:48:27	2018-12-18 12:54:56	IP Address	100	389	True	2018-12-18 12:54:57	R_2dlHcPXBYfhftFW	email	EN	Yes	"Low
Occurs in some of the projects"	Poor variable names, poor metadata management, differences in test administration between experimenters	Relying on different individuals to do as the find fit. The solution would be that one brain supervises all activities.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	One experimenter failed to measure a variable twice, as was his instructions.	Disobedience/stupidity?	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	frustration	NA	experimental and cognitive psychology	28	NA
2018-12-18 14:00:38	2018-12-18 14:06:34	IP Address	100	355	True	2018-12-18 14:06:35	R_wRyMeFjM4H8I52h	email	EN	Yes	"Very Low
Occurs never or rarely"	Respondent ID is not entirely unique	Human error	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Wrong data input	Human error	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	developmental and educational psychology	12	NA
2018-12-18 14:47:41	2018-12-18 14:53:25	IP Address	100	344	True	2018-12-18 14:53:26	R_3PHKJQqRQle1gb0	email	EN	Yes	"Very Low
Occurs never or rarely"	Unintended data analysis errors	Importing incomplete data into analysis program	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	Time loss as data were reanalyzed to provide correct information	see above	see above	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	see above	other	41	It is important that multiple people check all aspects of a research study.  In doing so, errors can be caught and fixed
2018-12-18 16:02:10	2018-12-18 16:07:02	IP Address	100	291	True	2018-12-18 16:07:02	R_3hgej8gmajD0d9j	email	EN	Yes	"Low
Occurs in some of the projects"	Merged data incorrectly so that some data were lost	The person merging the data did not know correct method and did not check	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	'+ erroneous conclusions + frustrations	NA	NA	NA	NA	NA	developmental and educational psychology	30	NA
2018-12-18 16:32:12	2018-12-18 16:39:01	IP Address	100	409	True	2018-12-18 16:39:07	R_2bQpSx7HPHcLyoX	email	EN	Yes	"Moderate
Occurs in half of the projects"	'- copy and paste material in the article text to keep structure and then forgot to change some ino - saved an excerpt of data/text without relabelling the file and thereby lost valuable data/text	'- non-native speaker who wants to increase consistency in text	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	erroneous conclusion	NA	"in a publication, for the central finding, we wrote ""higher"" instead of ""lower"""	"different versions of the paper where we experimented with different labels (e.g., ""higher sensitivity"" vs. ""lower threshold"")"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	erroneous conclusion	NA	personality psychology	25	NA
2018-12-18 18:16:31	2018-12-18 18:22:25	IP Address	100	353	True	2018-12-18 18:22:25	R_6hV0lkImqJ9lbCV	email	EN	Yes	"Low
Occurs in some of the projects"	Got the coding of a variable wrong so the correlation between it and another variable was backwards (- instead of +)	Carelessness with coding	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	Admitted error in later publication on same issue	"This was long ago, ok, but the folks hired to code data, did such a sloppy job that 10% of the sample of married couples were ""same-sex"" even though only heterosexual couples were interviewed"	Insufficient checking on coding during the process.	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	other	Data set had to be thrown out	methodology and statistics	40	I am looking into errors in publication and for example in one set of studies, an F test was reported with one df, not two; means were reported without standard deviations, so tests of significance could not be replicated; one significant finding was hidden by dividing the group into three subgroups and only testing the significance for each subgroup, none of which were significant; in another study, they compared two separate samples on 20+ variables and 86% of the standard deviations were the same, which we think was an error.
2018-12-18 18:15:16	2018-12-18 18:38:25	IP Address	100	1388	True	2018-12-18 18:38:25	R_3qvvLPHkBxw52vg	email	EN	Yes	"Very Low
Occurs never or rarely"	NA	NA	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	time loss	NA	NA	NA	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	social psychology	18	NA
2018-12-19 00:47:09	2018-12-19 00:56:22	IP Address	100	553	True	2018-12-19 00:56:23	R_2fiypF20DbX0IU0	email	EN	Yes	"Low
Occurs in some of the projects"	Variable names not being descriptive enough and failing to include value labels for all variables.	Lack of communication between data managers and me (PI) in that I failed to make clear that we need to be able to go back into the data in 1 or 5 years and still be able know what's what in the dataset.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	"both time loss and frustration (this should be ""all that apply"" btw"	Not accounting for missing data values. That messed things up quite a bit and it took some sleuthing to figure out the wonky patterns.	Not having been thorough enough in the variable specifications.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	clinical psychology	25	Maybe they have been added to psychology graduate curricula since I finished, but it would be nice if there was a separate basic course on data management apart from the standard statistics courses. The data management pieces aren't rocket science but they really critical and I bet a lot of time and money would be saved if folks were diligent about attending to them from the outset of projects and certainly before launching into analyses.
2018-12-19 03:04:33	2018-12-19 03:14:46	IP Address	100	612	True	2018-12-19 03:14:47	R_2duJO8zk4AgeXgg	email	EN	Yes	"Low
Occurs in some of the projects"	I think that we had issues with calculating appropriately omega values for a survey study and then we wrote an erratum about it. We look at each others analysis and check it, so we have a lot of errors, but with these multiperson checks I believe that much less go into the manuscripts.	sometimes lack of knowledge, sometimes we are inattentive or tired	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	both time loss and frustration, but the positive outcome is learning from these mistakes	There was a mediation analysis in which we had an error, it did not influence the main message of the paper, just the model we set up was not ok. The other was the omega, that I mentioned earlier. In this case as we used multiple measures of reliability, it was not that bad.	inattentiveness	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	frustration, but we learnt from it and I think that making mistakes can be the source of learning in science and everywhere	social psychology	10	I think that it is a super interesting topic. Good luck with it!
2018-12-19 12:20:35	2018-12-19 12:28:52	IP Address	100	497	True	2018-12-19 12:28:52	R_1qWnEsHwB47T5gC	email	EN	Yes	"Low
Occurs in some of the projects"	Use of uninformative variable names; no consistent file structure for different subprojects.	The PI (= I) had not introduced rules for naming variables and saving and documenting project data.	"Moderate
Occurs in half of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	In a study where results had to be annotated and coded, the coder made a number of seriour mistakes that were noticed too late.	1. Not enough information was given at the outset. 2. In such cases, two coders should always code independently and the dataset should then be searched for discrepancies. 3. Not enough control at the right moment.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	erroneous conclusion	NA	experimental and cognitive psychology	18	NA
2018-12-19 14:10:51	2018-12-19 14:17:04	IP Address	100	373	True	2018-12-19 14:17:05	R_3FPW5UUfKKmHIzM	email	EN	Yes	"Low
Occurs in some of the projects"	NA	NA	"Very Low
Occurs never or rarely"	NA	time loss	NA	NA	NA	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	methodology and statistics	18	NA
2018-12-12 17:04:32	2018-12-19 14:39:18	IP Address	100	596086	True	2018-12-19 14:39:19	R_2zjVTdbw0kClOqk	email	EN	Yes	"Low
Occurs in some of the projects"	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	Lack of protocol, discipline, and experience.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	don't know	-	NA	NA	NA	clinical psychology	18	NA
2018-12-19 14:54:11	2018-12-19 15:00:09	IP Address	100	358	True	2018-12-19 15:00:10	R_T6OrGQxMHJekFCF	email	EN	Yes	"Low
Occurs in some of the projects"	the software overwrote the same variable so only the last value was recorded.	Inaccurate programming on our side.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	The software provided incorrect feedback to subjects in the experiment.	Inaccurate programming on our side. Not enough pre-testing of the software.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	financial loss	NA	other	15	NA
